"text","cmp_code","eu_code"
"Mais de 70 conferências nacionais, cobrindo distintas áreas da vida da sociedade, permitiram que milhões de brasileiros participassem na formulação das políticas públicas do Governo.","202.1",NA
"Houve significativo esforço de reforma e fortalecimento do Estado brasileiro, por meio da realização de concursos públicos e da valorização dos servidores, do incentivo à transparência, compras NET,","304",NA
"da retomada do planejamento,","404",NA
"além do sistemático combate à corrupção pela Procuradoria Geral da República, pela Controladoria Geral da União e pela Polícia Federal.","304",NA
"O Brasil adota uma política externa soberana:","109",NA
"defende os princípios históricos de nossa diplomacia, respeitando a autodeterminação e a política de não-intervenção;","103.1",NA
"prima pela solução negociada dos conflitos,","106",NA
"pela defesa dos Direitos Humanos","201.2",NA
"e, sobretudo, pela luta incansável em direção à Paz mundial;","106",NA
"amplia sua presença internacional, combatendo a fome e a pobreza no mundo e promovendo a solidariedade entre os países pobres e em desenvolvimento;","107",NA
"prioriza a integração latino-americana","108",NA
"e o fortalecimento das relações Sul-Sul, especialmente com os países africanos e com a China e a Índia.","107",NA
"Ao mesmo tempo, o Brasil mantem as tradicionais e sólidas relações com os Estados Unidos e com a União Europeia.","107",NA
"Fiel aos princípios do multilateralismo, tem defendido a reforma das instituições internacionais – ONU, FMI e Banco Mundial –","103.2",NA
"e o relacionamento soberano com os países desenvolvidos no âmbito bilateral ou em instâncias como o G20.","109",NA
"Os brasileiros recuperaram a autoestima.","601.1",NA
"Deixaram de ver o Brasil como um país pequeno, impotente diante de seus desafios históricos.","601.1",NA
"A eleição de um metalúrgico para Presidente da República e o êxito de sua gestão mostraram que estão abertas amplas oportunidades para todos os brasileiros.","601.1",NA
"Com isso, a democracia se fortaleceu.","202.1",NA
"A desesperança cedeu lugar à esperança.","000",NA
"A participação social deixou as marcas da sociedade nas políticas públicas.","202.1",NA
"O contraste entre o governo Lula-Dilma e o governo FHC-Serra fortalece, neste segundo turno, o caráter claramente plebiscitário desta eleição.","305.1",NA
"São dois projetos de país que se confrontam.","305.1",NA
"As forças do progresso reunidas na coligação PARA O BRASIL SEGUIR MUDANDO não querem apenas dar continuidade ao realizado a partir de 2003.","305.1",NA
"Querem avançar e avançar muito.","305.1",NA
"Esses  avanços  só  serão  possíveis  porque  o  País  mudou  nos últimos anos.","305.1",NA
"E mudou para melhor.","305.1",NA
"Nossas realizações são a principal garantia que damos à sociedade brasileira.","305.1",NA
"Permitem olhar com otimismo e esperança o futuro.","305.1",NA
"Mas não queremos apenas pensar o futuro.","305.1",NA
"Queremos construí-lo, juntos, com todos os brasileiros e brasileiras.","305.1",NA
"Os partidos que integram esta coligação não se reuniram apenas para eleger Dilma Rousseff e Michel Temer.","305.1",NA
"Querem, com eles e com todos os homens e as mulheres de nosso país, continuar e aprofundar a mudança do Brasil, que se iniciou em 2003.","305.1",NA
"Dilma teve participação central na grande transformação pela qual passou o Brasil nos últimos oito anos.","305.2",NA
"Como Ministra de Minas e Energia e como Ministra-Chefe da Casa Civil coordenou as grandes iniciativas do governo Lula.","305.2",NA
"Sua trajetória de vida coincide com as lutas do povo nestas últimas décadas de nossa história.","305.2",NA
"Ela combateu corajosamente a ditadura e participou da construção de uma vigorosa democracia em nosso País.","202.1",NA
"Sua formação intelectual, sua presença militante nas lutas do povo brasileiro e sua vasta experiência nas administrações municipal, estadual e federal dão-lhe as credenciais políticas para continuar e aprofundar a obra do governo Lula.","305.2",NA
"Por isso, obteve no primeiro turno mais de 47 milhões de votos.","305.2",NA
"Seu governo terá uma ampla base de apoio entre os governadores de Estado e uma sólida maioria no Senado e na Câmara de Deputados.","305.1",NA
"Dilma é a garantia de unir o País, respeitando as diferenças políticas, ideológicas, religiosas e culturais dos brasileiros.","606.1",NA
"Seu passado e seu presente são a garantia dos 13 compromissos de Dilma Rousseff.","305.2",NA
"13 compromissos de Dilma Rousseff.",NA,NA
"1",NA,NA
"Expandir  e  fortalecer  a  democracia política, econômica e socialmente.",NA,NA
"A democracia é nosso maior patrimônio.","202.1",NA
"Além de um sistema de governo, é uma forma de vida que deve permear as relações econômicas e sociais.","202.1",NA
"O fortalecimento da democracia política, logrado nos últimos anos, será mantido e consolidado pela continuidade da reforma do Estado;","202.1",NA
"pela preservação da autonomia dos poderes constituídos;","202.1",NA
"pela garantia irrestrita da liberdade de imprensa e de expressão e da liberdade religiosa;","201.2",NA
"pelo aprofundamento do respeito aos Direitos Humanos;","201.2",NA
"pelo incentivo à participação popular","202.1",NA
"e pela realização de uma reforma política que fortaleça as instituições, aproximando-as sempre mais da cidadania.","202.1",NA
"A reforma política será definida em um amplo diálogo com a sociedade e suas organizações, por meio do Congresso Nacional.","202.1",NA
"Terá como objetivo dar maior consistência à representação popular e aos partidos, eliminando as distorções que ainda cercam os processos eleitorais.","202.1",NA
"A reforma do Estado dará mais transparência e permeabilidade às demandas da sociedade,","202.1",NA
"além de garantir eficácia no combate à corrupção;","304",NA
"2",NA,NA
"Crescer mais, com expansão do emprego e da renda, com equilíbrio macroeconômico, sem vulnerabilidade externa e desigualdades regionais.",NA,NA
"No governo Dilma, será dada continuidade e profundidade a políticas que mantenham e expandam os níveis de crescimento alcançados nos últimos anos.","410",NA
"Para tanto, serão ampliados o investimento, a poupança e as conquistas sociais.","410",NA
"O crescimento não é sustentável sem estabilidade econômica,","416.2",NA
"mas a estabilidade não se sustenta sem crescimento.","414",NA
"A política macroeconômica será consistente com o equilíbrio fiscal, com o controle da inflação, com uma baixa vulnerabilidade a choques","414",NA
"e com o crescimento mais rápido na renda das camadas mais pobres da população.","416.2",NA
"Em acordo com Estados e municípios, serão complementadas mudanças tributárias que racionalizem e reduzam os efeitos socialmente regressivos da atual estrutura tributária","503",NA
"e beneficiem a produção e as exportações.","410",NA
"Além disso, a adoção de políticas regionais, com especial atenção ao desenvolvimento da Amazônia, do Nordeste e do Centro-Oeste, associando uma nova dinâmica dessas regiões com a pujança do Sul e Sudeste, levarão a um desenvolvimento mais harmônico do país;","301",NA
"3",NA,NA
"Dar seguimento a um projeto nacional de desenvolvimento que assegure grande e sustentável transformação produtiva do Brasil.",NA,NA
"As políticas industrial, agrícola, energética e de infraestrutura serão instrumentos centrais dessa transformação produtiva no próximo período.","410",NA
"A política industrial, fortemente apoiada na inovação, vai compatibilizar o desenvolvimento da grande indústria com o das micro, pequenas e médias empresas, que são responsáveis pela geração da maior parte dos empregos.","403",NA
"Para estimular e favorecer o empreendedorismo, serão definidas políticas especiais tributárias, de crédito, ambientais, de suporte tecnológico, qualificação profissional e de ampliação de mercados nacionais e internacionais.","402",NA
"Para atingir esses objetivos, será essencial a ação do BNDES, do Banco do Brasil, da Caixa Econômica Federal, do BNB e do Basa.","402",NA
"A política agrícola fortalecerá a agricultura familiar e o agronegócio.","703.1",NA
"Dará prosseguimento à reforma agrária em curso, com a ampliação do crédito","703.1",NA
"e do apoio científico e tecnológico de organismos como a Embrapa.","411",NA
"Aprofundará o atendimento das demandas logísticas que garantam o rápido e barato escoamento e o armazenamento da produção agrícola tanto para o mercado interno como para o exterior.","411",NA
"A política energética se antecipará às demandas de um País que vive - e cada vez mais viverá - um longo período de crescimento acelerado.","410",NA
"Será dada ênfase à produção de energia renovável","501",NA
"e à pesquisa de novas fontes limpas.","411",NA
"O Brasil dará prosseguimento à internacionalização de sua política energética, sobretudo, na sua relação com países pobres e em desenvolvimento.","107",NA
"A mudança da infraestrutura, como vem sendo tratada no Programa de Aceleração do Crescimento -e está prevista no PAC2 -, eliminará os gargalos que limitam nosso crescimento econômico, especialmente no transporte ferroviário e rodoviário, nos portos, aeroportos e nas condições de armazenagem.","411",NA
"Será dada especial atenção à infraestrutura urbana,","411",NA
"que repercute diretamente nas condições de vida da imensa maioria da população: saneamento básico, transporte, habitação;","504",NA
"4",NA,NA
"Defender o meio ambiente e garantir um desenvolvimento sustentável.",NA,NA
"A política ambiental cuidará para que o Brasil desempenhe papel exemplar na construção de um modelo de desenvolvimento ao mesmo tempo sustentável e includente.","416.2",NA
"Será dada ênfase à continuidade do exitoso programa de combate ao desmatamento, fortalecido no governo Lula,","501",NA
"assim como à proteção de nossos biomas, especialmente, a Amazônia, o Cerrado e a Mata Atlântica.","501",NA
"É fundamental o prosseguimento das iniciativas previstas nos Programas de Aceleração do Crescimento 1 e 2, como ampliação da oferta de água, o esgotamento sanitário, a coleta e o processamento de lixo nas cidades brasileiras.","504",NA
"Tais iniciativas, juntamente com programas de habitação e de melhoria do transporte urbano, terão impacto sobre as condições de vida de milhões de homens e mulheres que se concentram nas cidades de grande e médio portes.","504",NA
"A política industrial levará em conta critérios ambientais, da mesma forma que as políticas fiscais e de crédito.","501",NA
"Seguirão privilegiadas as fontes renováveis de energia","501",NA
"e a iniciativa da pesquisa e do desenvolvimento de fontes limpas.","411",NA
"Os trabalhos de zoneamento agroecológico, de recuperação de terras degradadas","703.1",NA
"e de implementação de projetos de manejo florestal também serão aprofundados.","501",NA
"O governo brasileiro compromete-se com as metas apresentadas voluntariamente em Copenhague e continuará a defender, nos foros internacionais, políticas que estabeleçam responsabilidades iguais para todos os países, porém diferenciadas.","107",NA
"5",NA,NA
"Erradicar a pobreza absoluta e prosseguir reduzindo as desigualdades.",NA,NA
"Promover a igualdade, com garantia de futuro para os setores discriminados na sociedade.",NA,NA
"Além do crescimento econômico, da expansão do emprego e da renda,","410",NA
"da valorização do salário mínimo,","412",NA
"o Programa Bolsa Família continuará tendo papel relevante na inclusão social.","504",NA
"Esse Programa abrangerá a totalidade da população pobre.","504",NA
"Além de melhorarem as condições de vida de milhões de brasileiros e de terem impacto positivo sobre o crescimento econômico,","410",NA
"os programas sociais são o reconhecimento de direitos da cidadania e não medidas “assistenciais” como querem nossos adversários.","504",NA
"Essas políticas sociais serão complementadas pela ampliação da geração de emprego e renda,","410",NA
"pelo fortalecimento da economia solidária","504",NA
"e de programas de capacitação","506",NA
"e crédito que favoreçam o empreendedorismo.","402",NA
"Nesses movimentos, terá papel importante o apoio às famílias que vivem agudos processos de desestruturação.","504",NA
"Serão ampliadas as iniciativas legais e administrativas que, no governo Lula, promoveram a igualdade de direitos e de oportunidades para mulheres, negros, populações indígenas, idosos e para todos os setores da sociedade discriminados, seja pela sua condição social, deficiência, etnia, idéias, credos ou por sua orientação sexual.","503",NA
"Por meio de políticas públicas, todos esses segmentos serão beneficiados pela proteção do Estado, visando a melhores condições de vida.","503",NA
"A erradicação da pobreza beneficiará não somente aos pobres, mas ao conjunto da sociedade;","503",NA
"6",NA,NA
"O Governo Dilma será de todos os brasileiros e brasileiras e dará atenção especial aos trabalhadores.",NA,NA
"O governo Dilma dará especial atenção ao acesso ao trabalho formal de homens e mulheres,","701",NA
"em particular aos jovens e aos segmentos sociais hoje mais discriminados.","503",NA
"Ampliará os programas de apoio à inserção de jovens no mercado de trabalho e alternativas para inserção ocupacional dos beneficiários do Bolsa Família;","504",NA
"protegerá o emprego e a renda dos trabalhadores;","701",NA
"combaterá todas as formas de trabalho infantil, precário e degradante, especialmente as manifestações residuais de trabalho escravo;","706",NA
"promoverá relações e condições de trabalho saudáveis, qualificadas pela Organização Internacional do Trabalho (OIT) como “trabalho decente”;","701",NA
"manterá diálogo permanente com os sindicatos para definir as grandes linhas das políticas trabalhistas.","701",NA
"No campo e na cidade, políticas habitacionais, de saneamento, transporte, educação e saúde contribuirão para a melhoria das condições de vida dos trabalhadores;","504",NA
"7",NA,NA
"Garantir educação para a igualdade social, a cidadania e o desenvolvimento.",NA,NA
"Será garantido aos brasileiros – especialmente aos jovens – acesso a uma escola de qualidade, que combine ensino","506",NA
"e capacitação para o trabalho.","411",NA
"O governo Dilma expandirá e melhorará o ensino público e cuidará da educação da pré-escola à pós-graduação.","506",NA
"Nas suas atribuições específicas, dará continuidade à ampliação e à qualificação da educação superior.","506",NA
"Mais universidades públicas, mais campi e extensões universitárias garantirão a ampliação das matrículas.","506",NA
"Mais verbas para estimular as pesquisas","411",NA
"e fortalecimento da pós-graduação, que será expandida a todas as regiões do país.","506",NA
"A experiência do ProUni será potencializada, permitindo a mais estudantes de baixa renda ingressarem na universidade.","506",NA
"O projeto de construção das Instituições Federais de Educação Tecnológica (IFET) será ampliado.","506",NA
"As cidades pólo ou com mais de 50 mil habitantes possuirão, pelo menos, uma escola técnica.","506",NA
"O piso nacional para professores e os programas nacionais de capacitação de docentes permitirão a cooperação da União com estados e municípios para alcançar padrões educacionais de qualidade em todos os níveis.","506",NA
"O Governo Federal assumirá a responsabilidade da criação de 6 mil creches e pré-escolas","506",NA
"e de 10 mil quadras esportivas cobertas.","502",NA
"Será estabelecida uma articulação entre políticas educacionais, de esporte e cultura.","502",NA
"Uma ampla mobilização – envolvendo poderes públicos e sociedade civil – terá como objetivo a erradicação do analfabetismo;","506",NA
"8",NA,NA
"Transformar o Brasil em potência científica e tecnológica.",NA,NA
"Dando continuidade aos programas de fortalecimento da pesquisa científica e tecnológica em curso, o governo Dilma expandirá os recursos para Pesquisa e Desenvolvimento.","411",NA
"Ampliará substancialmente o número de bolsas de estudos oferecidas pela Capes e pelo CNPq","411",NA
"e dará ênfase à formação de engenheiros","411",NA
"e à ampliação do registro de patentes.","411",NA
"Serão privilegiadas as pesquisas em biotecnologia e nanotecnologia, robótica e novos materiais, tecnologia da informação e da comunicação, em saúde e produção de fármacos, biocombustíveis e energias renováveis, agricultura, biodiversidade, Amazônia e Semi-árido, áreas nuclear e espacial, recursos do mar e defesa.","411",NA
"A inclusão digital ocupará um lugar importante, com a extensão da banda larga para todo o País, em especial para as escolas.","411",NA
"Essas iniciativas permitirão que o Brasil construa uma sociedade do conhecimento para melhor enfrentar os desafios do século XXI;","411",NA
"9",NA,NA
"Universalizar a saúde e garantir a qualidade do atendimento do SUS.",NA,NA
"O governo Dilma terá como preocupação fundamental o aperfeiçoamento do Sistema Único de Saúde","504",NA
"e de seus mecanismos de gestão, de fiscalização e de controle de qualidade dos serviços prestados.","303",NA
"Será dada continuidade às políticas públicas de ampliação do Samu, ao Programa Brasil Sorridente, às Farmácias Populares, à expansão das equipes do Programa Saúde da Família e à implantação das Unidades de Pronto Atendimento (UPA) e policlínicas.","504",NA
"Essas e outras iniciativas foram responsáveis por significativa melhoria dos indicadores sociais, como a redução da mortalidade infantil, e a diminuição de doenças transmissíveis e de epidemias.","504",NA
"Essas ações serão complementadas por uma política de reestruturação da atenção hospitalar.","303",NA
"Haverá especial atenção aos programas de saúde mental, especialmente no tratamento do alcoolismo, do consumo de crack e de outras drogas que afetam particularmente nossa juventude.","504",NA
"A universalização da saúde dar-se-á também pela oferta gratuita de remédios contra a hipertensão e o diabetes","504",NA
"e pelo desenvolvimento de programas nacionais de prevenção do câncer,","504",NA
"de reabilitação de pessoas com deficiência","504",NA
"e de atenção aos idosos.","504",NA
"A saúde do trabalhador","504",NA
"e a prevenção de acidentes terão lugar de destaque nas políticas governamentais.","701",NA
"Em consonância com a política de Ciência e Tecnologia, haverá o desenvolvimento do complexo produtivo da saúde para avançar em direção à auto-suficiência científica e tecnológica na produção de fármacos e na ampliação da fabricação de genéricos.","411",NA
"Além disso, a expansão do saneamento básico terá forte incidência na melhoria da saúde dos brasileiros;","504",NA
"10",NA,NA
"Prover as cidades de habitação, saneamento, transporte e vida digna e segura para os brasileiros.",NA,NA
"Terá particular relevância no governo Dilma o programa habitacional Minha Casa, Minha Vida, que prevê a construção de mais dois milhões de moradias.","504",NA
"Dar-se-á prosseguimento à democratização do acesso à terra urbana","503",NA
"e à regularização da propriedade nos termos da lei,","303",NA
"bem como ênfase no esforço de universalização do saneamento e de apoio à gestão integrada de resíduos sólidos.","504",NA
"Um programa nacional de defesa urbana terá como objetivo prevenir desastres ambientais.","000",NA
"Na mesma direção, serão adotadas medidas para promover a melhoria sensível das condições ambientais das cidades.","501",NA
"Será dada continuidade, sobretudo, por meio do Programa de Aceleração do Crescimento, ao programa que objetiva dotar as cidades de transporte coletivo eficiente, com especial ênfase para a continuidade da expansão de metrôs nas principais aglomerações urbanas.","411",NA
"Será fundamental também a redução dos acidentes de trânsito, que produzem anualmente dezenas de milhares de mortos, incapacitados e elevados prejuízos materiais.","000",NA
"Para a implementação das grandes linhas das políticas urbanas, o governo Dilma estimulará a participação cidadã na sua formulação e na sua gestão,","202.1",NA
"apoiará os municípios em seu esforço de administração mais eficiente e fortalecerá a gestão metropolitana.","303",NA
"Todas as políticas urbanas se articularão com a necessidade de desenvolvimento econômico e ambiental dos territórios,","416.2",NA
"de inclusão social","503",NA
"e de promoção de uma cultura de paz nas cidades;","606.1",NA
"11",NA,NA
"Valorizar a cultura nacional, dialogar com outras culturas, democratizar os bens culturais e favorecer a democratização da comunicação.",NA,NA
"Dando continuidade à mudança da política cultural dos últimos oito anos, o governo Dilma favorecerá a democratização dos bens culturais","502",NA
"e a valorização de nossa identidade nacional","601.1",NA
"e de nossa diversidade cultural.","607.1",NA
"Serão ampliados os pontos de cultura e outros equipamentos.","502",NA
"Será implantado o Vale Cultura.","502",NA
"O debate plural de ideias será estimulado para fortalecer a democracia","202.1",NA
"e para contribuir com a dimensão cultural da cidadania.","502",NA
"Será favorecida a comunicação, livre e plural, capaz de refletir as distintas expressões da sociedade brasileira.","201.2",NA
"O modelo brasileiro de TV aberta, associado a novas tecnologias, como o padrão de TV Digital adotado no Brasil e a internet, dentre outros, ajudarão na ampliação do acesso aos meios de informação e de comunicação.","411",NA
"O fortalecimento do Sistema Nacional de Cultura permitirá uma presença maior de iniciativas em nossas cidades, especialmente, para nossos jovens.","502",NA
"A memória e o patrimônio histórico e cultural nacionais serão valorizados.","601.1",NA
"O governo Dilma fortalecerá nossa presença cultural no mundo","601.1",NA
"e promoverá o diálogo com outras culturas.","107",NA
"Será estabelecida uma forte conexão entre a política cultural e a política educacional.","502",NA
"O Ministério da Cultura proporá iniciativas para fortalecer a indústria do audiovisual nacional e regional em articulação com outros países, sobretudo do Sul.","107",NA
"Em diálogo com artistas, produtores e comunidades culturais, serão aperfeiçoados os mecanismos de financiamento da cultura;","502",NA
"12",NA,NA
"Garantir a segurança dos cidadãos e combater o crime organizado.",NA,NA
"O governo Dilma enfrentará o crime organizado e o crime comum, consolidando a mudança de paradigma da segurança pública, iniciada pelo Ministério da Justiça por meio do Programa Nacional de Segurança Pública com Cidadania (Pronasci).","605.1",NA
"Consolidará, portanto, a articulação entre a repressão qualificada e inteligente ao crime,","605.1",NA
"a implementação de programas sociais com foco no jovem e a mobilização da sociedade.","504",NA
"Para assegurar o êxito da política de segurança, seguirá aprofundando a nova relação federativa nesta área, articulando ações conjuntas com Estados e municípios,","301",NA
"integrando as polícias estaduais em um amplo programa de capacitação, fortalecendo o Bolsa-formação e um novo modelo de policiamento.","605.1",NA
"Ampliará, assim, os Territórios de Paz e as UPPs com a polícia de proximidade, projetos de urbanização de áreas de maior conflito","605.1",NA
"e programas sociais e de saúde para atender os jovens usuários de drogas, impedindo o aumento do crack nas grandes cidades.","504",NA
"Integrará os sistemas de informação da segurança, profissionalizando a gestão com desenvolvimento de inteligência policial e alta tecnologia.","605.1",NA
"Reforçará o trabalho da Polícia Rodoviária Federal, qualificando-o sempre mais para reduzir a insegurança no trânsito.","605.1",NA
"Prosseguirá nos esforços de mudança nas leis processuais penais","605.1",NA
"e em uma reforma radical do sistema penitenciário.","605.1",NA
"A Polícia Federal e a Força Nacional de Segurança Pública serão fortalecidas para combater o crime organizado, dando especial atenção ao combate à lavagem de dinheiro.","605.1",NA
"A Polícia Federal e as Forças Armadas intensificarão o controle e defesa de nossas fronteiras","104",NA
"para impedir o tráfico de drogas e de armas;","605.1",NA
"13",NA,NA
"Defender a soberania nacional.",NA,NA
"Por uma presença ativa e altiva do Brasil no mundo.",NA,NA
"A política externa do governo Dilma dará ênfase especial aos processos de integração sul-americana e latino-americana,","108",NA
"à cooperação Sul-Sul (Bric, Ibas) e à solidariedade com os países pobres e em desenvolvimento.","107",NA
"Nossas parcerias tradicionais serão preservadas e ampliadas.","107",NA
"A política externa será instrumento importante para o aumento e diversificação geográfica de nosso comércio exterior e para a expansão de nossos investimentos e iniciativas de complementação produtiva.","407",NA
"O Brasil permanecerá fiel aos princípios de não intervenção,","103.1",NA
"de defesa dos Direitos Humanos,","201.2",NA
"de luta pela paz mundial","106",NA
"e pelo desarmamento.","106",NA
"Continuará defendendo a construção de um mundo multilateral","107",NA
"e a democratização de organismos internacionais como a ONU, o FMI e o Banco Mundial.","202.1",NA
"O Brasil continuará mantendo na esfera bilateral ou em organismos multilaterais, como o G20, um diálogo construtivo e soberano com os países desenvolvidos e em desenvolvimento.","107",NA
"A consolidação e a implementação da nova política de defesa, nos termos da Estratégia Nacional, aprovada em 2009, será acompanhada do reequipamento das Forças Armadas","104",NA
"e da plena implantação do Ministério da Defesa iniciada no governo Lula.","104",NA
"Brasília, setembro-outubro de 2010.",NA,NA
