"content","cmp_code","eu_code"
"O primeiro grande avanço, nos anos 80, foi o restabelecimento da democracia.","202.1",NA
"Unindo-se, o Brasil conquistou uma nova Constituição,","203",NA
"a garantia dos direitos individuais,","201.2",NA
"a ampliação da liberdade de expressão e de organização,","201.2",NA
"a eleição direta de todos os governantes e parlamentares,","202.3",NA
"o estímulo à participação política e ao controle social das instituições públicas.","202.1",NA
"O governo do presidente Fernando Henrique Cardoso consolidou essas conquistas e, com tolerância e habilidade, esvaziou as turbulências políticas que poderiam transformar-se em crises institucionais.","202.1",NA
"O Brasil nunca desfrutou de tanta liberdade por um período tão longo.","202.1",NA
"O segundo avanço, nos anos 90, foi o controle da inflação e a estabilização da economia.","414",NA
"As maiores vítimas da disparada dos preços eram, como sempre, os trabalhadores.","414",NA
"A superinflação, que chegou a 80% ao mês, comia um pedaço dos salários a cada dia que passava.","414",NA
"Dificultando o cálculo de longo prazo das empresas e a ação programada do governo,","414",NA
"ela sufocava as possibilidades de crescimento sustentado da produção e do emprego.","410",NA
"Depois de várias tentativas fracassadas, o Plano Real conseguiu derrubar a inflação e mantê-la sob controle.","414",NA
"E isso foi feito sem pacotes, sem confiscos e sem jogar o país num mergulho recessivo.","304",NA
"O terceiro avanço foi social.","504",NA
"A Constituição de 1988 instituiu novos direitos sociais,","203",NA
"atribuindo ao governo obrigações ampliadas.","504",NA
"No começo dos anos 90, o Fundo de Amparo ao Trabalhador, criado por iniciativa do então deputado José Serra, viabilizou a implantação do seguro-desemprego, que tem ajudado a cada ano cerca de 4 milhões de trabalhadores desempregados.","504",NA
"O FAT, como é conhecido, tem financiado também programas de qualificação profissional,","411",NA
"de intermediação de mão-de-obra","701",NA
"e de estímulo a novos empreendimentos que gerem ocupação e renda.","402",NA
"O governo do presidente Fernando Henrique alargou os objetivos da política social, criou novos programas e mudou a forma de realizá-los,","504",NA
"descentralizando a execução,","301",NA
"buscando parcerias com a sociedade organizada e com o setor privado,","405",NA
"e fazendo os recursos chegarem diretamente às famílias e comunidades carentes, sem os desvios do pistolão ou da perseguição política.","304",NA
"Apesar das dificuldades orçamentárias, ampliou e melhorou os serviços básicos de educação","506",NA
"e saúde,","504",NA
"multiplicou os assentamentos rurais,","703.1",NA
"promoveu um salto na difusão da telefonia, antes um serviço de luxo para um número reduzido de brasileiros,","411",NA
"e teceu uma rede moderna de proteção para ajudar as famílias mais pobres a recuperarem a auto-estima","504",NA
"e a se integrarem no desenvolvimento econômico e social do país.","410",NA
"Apesar dos avanços, é indiscutível que falta muito por fazer.","503",NA
"As injustiças da sociedade brasileira são seculares.","503",NA
"Não poderiam ser eliminadas em oito anos.","503",NA
"A principal dificuldade do Brasil nesse período foi que o crescimento econômico não se acelerou tanto quanto seria necessário para multiplicar as oportunidades de trabalho","410",NA
"e os recursos investidos nas políticas sociais.","504",NA
"Ainda assim, os fundamentos foram lançados, tanto para o desenvolvimento econômico","410",NA
"quanto para o desenvolvimento social.","504",NA
"O presidente Fernando Henrique cumpriu um ciclo.","305.1",NA
"Consolidou a democracia,","202.1",NA
"estabilizou a moeda,","414",NA
"começou a implantar uma política social moderna.","504",NA
"O novo ciclo que se abrirá com José Serra na Presidência vai completar as mudanças econômicas, acelerando o crescimento,","410",NA
"e avançar nas mudanças sociais que as pessoas reivindicam e merecem.","504",NA
"O sentido geral dessas mudanças foi resumido assim pelo candidato e futuro presidente: “O que o Plano Real fez pela economia, nosso Plano Social vai fazer pelas pessoas”.","416.2",NA
"O que desejam realmente os brasileiros?","305.2",NA
"O que mais querem as famílias?","305.2",NA
"Querem basicamente três coisas: oportunidades de trabalho,","701",NA
"segurança","605.1",NA
"e serviços sociais de boa qualidade.","504",NA
"São esses os objetivos centrais do programa do Governo José Serra.","305.2",NA
"O crescimento econômico é importante para gerar os empregos e para aumentar as receitas fiscais sem aumentar os impostos e a inflação,","410",NA
"garantindo o fortalecimento do combate ao crime","605.1",NA
"e a expansão e a qualidade dos serviços públicos.","504",NA
"Para avançar nas mudanças sociais","504",NA
"e pisar no acelerador do crescimento, o Brasil precisa superar obstáculos desafiadores.","410",NA
"Está pressionado por uma situação internacional instável, tanto do ponto de vista econômico quanto político.","000",NA
"No futuro, pode avançar, mas pode também andar para trás.","000",NA
"Neste mundo complicado, é decisivo que o próximo presidente da República tenha estatura para ser ouvido com respeito lá fora e tenha pulso firme para fazer as mudanças de que o Brasil precisa aqui dentro, sem aventuras e sem messianismos,","305.2",NA
"num clima de democracia e estabilidade.","202.1",NA
"É indispensável que o próximo presidente conte com maioria no Congresso e apoio na sociedade.","305.1",NA
"E que tenha competência para administrar o dia-a-dia da transição difícil que se avizinha.","305.2",NA
"A trajetória de José Serra demonstra que ele é capaz de representar bem o Brasil no exterior,","305.2",NA
"tem convicções democráticas e sociais,","202.1",NA
"sabe somar forças e reúne conhecimento, experiência e tenacidade para cumprir essas tarefas.","305.2",NA
"1. OPORTUNIDADES DE TRABALHO, O GRANDE DESAFIO","H",NA
"A criação de mais e melhores oportunidades de trabalho será o primeiro e mais importante objetivo do Plano Social do Governo José Serra.","701",NA
"Não só porque o trabalho garante renda e consumo ao trabalhador e sua família, mas também porque valoriza as pessoas e aproveita seu potencial de contribuição para a sociedade.","701",NA
"O trabalho faz parte da condição humana.","701",NA
"É por meio dele que o ser humano afirma e desenvolve sua subjetividade criadora, fortalece os vínculos com a sociedade em que vive, sente-se útil e participante.","701",NA
"A doença do desemprego, que aflige o Brasil, tem várias causas.","701",NA
"A mais importante é o crescimento ainda lento da economia.","410",NA
"Outras causas são: a modernização tecnológica e organizacional das empresas, que tem permitido produzir mais com menos trabalhadores;","408",NA
"a estrutura tributária defeituosa, que favorece as importações, discrimina a produção nacional","410",NA
"e estimula as relações informais de emprego, sem carteira assinada e sem direitos garantidos;","701",NA
"a pouca qualificação profissional da maioria dos trabalhadores, num momento em que aumentam as exigências técnicas dos processos de trabalho;","411",NA
"a falta de informação sobre as novas tendências da economia e do mercado de trabalho, o que dificulta a requalificação dos trabalhadores, a atualização dos programas de formação profissional e a busca de novas ocupações.","411",NA
"Para gerar mais e melhores oportunidades de trabalho, o Governo José Serra atacará o desemprego por todos esses lados e implementará um conjunto articulado de tratamentos.","701",NA
"Em primeiro lugar, vai fazer as correções de rumo necessárias para que a economia cresça mais e aumente a procura por trabalhadores.","410",NA
"Aqui fica evidente o sentido social da luta para manter a estabilidade","414",NA
"e pisar no acelerador do crescimento.","410",NA
"O Brasil precisa crescer mais para que mais brasileiros tenham chance de trabalhar e progredir.","410",NA
"E o Brasil decididamente pode crescer mais: 4,5%, em média, de 2003 a 2006.","410",NA
"Isso aumentará a procura de trabalhadores assalariados pelas empresas e ampliará as possibilidades de trabalho autônomo, de criação de microempresas","410",NA
"e cooperativas e de expansão da agricultura familiar.","703.1",NA
"Mas não basta crescer.","701",NA
"Para que a procura de trabalhadores seja maior, a composição setorial do crescimento da economia é muito importante.","701",NA
"O Governo José Serra estimulará, principalmente, os setores que têm maior capacidade de geração de emprego, como a agricultura, a indústria de construção e o turismo.","410",NA
"Além disso, a ampliação dos programas nas áreas de educação","506",NA
"e saúde abrirá uma grande quantidade de novos postos de trabalho.","504",NA
"A previsão é que 5,6 milhões de empregos diretos e indiretos sejam criados nesses setores.","701",NA
"Alguns setores da economia são grandes empregadores de mão-de-obra, seja diretamente, seja pelos efeitos em cadeia de seu crescimento.","410",NA
"Um estudo recente concluiu que cada R$ 1 milhão no agronegócio gera 202 postos de trabalho, incluindo trabalhadores rurais propriamente ditos","703.1",NA
"e os empregados na cadeia produtiva, que inclui fornecedores de matériasprimas, equipamentos e serviços para a agricultura e os processadores e distribuidores de seus produtos.","701",NA
"Em comparação, o mesmo investimento numa montadora de automóveis gera 85 empregos.","701",NA
"Desse modo, um crescimento médio da economia de 4,5% abrirá, no total, cerca de 8 milhões de postos de trabalho de 2003 a 2006, incluindo empregados diretos e indiretos, empregadores e trabalhadores por conta própria.","410",NA
"Essa é a meta de emprego do Governo José Serra.","701",NA
"Ela ultrapassa o crescimento previsto da população economicamente ativa, permitindo absorver os novos trabalhadores e diminuir o desemprego.","410",NA
"Ampliada a procura, a doença do desemprego precisará ser atacada também pelo lado da oferta de mão-de-obra, para que vagas oferecidas pelas empresas não deixem de ser preenchidas porque os candidatos não atendem às qualificações exigidas,","411",NA
"e para que oportunidades de criação de pequenos empreendimentos não deixem de ser aproveitadas porque os trabalhadores desempregados não têm a capacidade técnica e gerencial necessária.","411",NA
"O Governo José Serra adotará duas ordens de providências nesse sentido.","411",NA
"Para os trabalhadores que já se encontram no mercado de trabalho – empregados ou em busca de uma oportunidade – ampliará os programas de qualificação e requalificação profissional.","411",NA
"A política de qualificação do trabalhador é executada basicamente pelo Plano Nacional de Qualificação do Trabalhador – PLANFOR, no qual são gastos anualmente R$ 400 milhões do FAT.","411",NA
"Gerar mais postos de trabalho nos setores que mais contratam","H",NA
"Em números redondos: • 3 milhões de empregos diretos e indiretos na agropecuária;","703.1",NA
"• 600 mil empregos diretos e indiretos na indústria da construção;","701",NA
"• 850 mil empregos diretos e indiretos na indústria do turismo,","701",NA
"com expansão do turismo doméstico e aumento de 5 milhões para 9 milhões da entrada de turistas estrangeiros;","410",NA
"• 730 mil empregos na educação, com a abertura de creches, universalização da educação infantil, expansão do regime de tempo integral para 20% das crianças na educação fundamental e expansão do ensino médio;","506",NA
"• 500 mil empregos na saúde, com o acréscimo de 30 mil equipes ao Programa de Saúde da Família e de 15 mil equipes ao Programa de Saúde Bucal, e expansão do SUS e investimentos do setor saúde em saneamento.","504",NA
"O PLANFOR criou, no período de 1995 a 2002, uma base institucional – a Rede de Educação Profissional – formada pelo Sistema S, sindicatos, escolas técnicas, universidades e ONGs, capaz de levar a qualificação profissional a pelo menos 85% dos municípios do país.","411",NA
"Dados os recursos disponíveis e a estrutura montada, já é factível atender a todos que venham a demandar qualificação ou requalificação profissional.","411",NA
"Atualmente, o PLANFOR apresenta dois tipos de problemas: falta de avaliação dos resultados e excessiva pulverização da clientela.","411",NA
"Esses problemas podem estar diminuindo a eficácia das ações de qualificação profissional, em termos de sua adequação às reais necessidades do mercado de trabalho.","411",NA
"Para corrigir essa situação, a preocupação básica deve ser focalizar melhor os gastos em clientelas específicas.","303",NA
"Além de atender os desempregados que estão recebendo o benefício do segurodesemprego, o PLANFOR deverá voltar-se para a qualificação nos segmentos que enfrentam maior risco de desemprego:","411",NA
"jovens em busca do primeiro emprego, especialmente os de baixa escolaridade;","411",NA
"desempregados de longa duração;","411",NA
"trabalhadores demitidos do segmento formal e com baixa probabilidade de serem reabsorvidos (em sua maioria, com mais de 40 anos e baixa escolaridade).","411",NA
"Com essa reformulação e os recursos disponíveis, será possível atender a todos os trabalhadores que venham a demandar qualificação ou requalificação profissional.","411",NA
"O Sistema de Apoio ao Trabalhador terá um papel fundamental no direcionamento das ações de qualificação profissional.","411",NA
"A captação de vagas nas empresas é instrumento importante para identificar os requisitos de qualificação de mão-de-obra e, por conseguinte, a natureza e o conteúdo dos cursos.","411",NA
"Os beneficiários das ações de qualificação profissional deverão, por sua vez, ser obrigatoriamente cadastrados e acompanhados durante e após o término do treinamento, para permitir a avaliação da efetividade da política.","303",NA
"Para as novas gerações, o Governo José Serra aprofundará as mudanças na educação.","506",NA
"Dará um choque de qualidade em todos os níveis de ensino,","506",NA
"oferecendo aos professores cursos de atualização e aperfeiçoamento,","411",NA
"melhorando sua remuneração, condicionada ao desempenho,","701",NA
"e ampliando o equipamento das escolas com laboratórios, bibliotecas e computadores.","506",NA
"Preservará a universalização já alcançada do ensino fundamental","506",NA
"e caminhará no sentido da universalização do ensino infantil e do ensino médio, para que se estenda o tempo de escolaridade dos futuros trabalhadores.","506",NA
"Oferecerá aos jovens do ensino médio possibilidades de estágio e opções de disciplinas profissionalizantes,","506",NA
"e expandirá a educação profissional complementar à educação básica.","506",NA
"Os trabalhadores que desejam trabalhar por conta própria, criar seu próprio negócio, associar-se numa cooperativa ou fundar uma pequena empresa, urbana ou rural, contarão com todo o apoio no Governo José Serra.","402",NA
"Milhões de pessoas organizam uma atividade produtiva a partir do que sabem fazer e tiram dessa atividade seu sustento e o de sua família.","402",NA
"São pessoas que assumem riscos e que enfrentam, além das dificuldades de capacitação técnica e gerencial, a falta de crédito acessível.","402",NA
"Além de capacitação, será estendido aos microempreendedores um programa de ampliação da oferta de crédito, que apoiará a construção de extensa e diversificada rede de instituições capazes de conceder empréstimos a juros baixos e com exigências simplificadas – Bancos do Povo, organizações não-governamentais, sociedades de crédito ao microempreendedor e outras.","402",NA
"Aos recursos e créditos do Programa de Geração de Emprego e Renda – PROGER, serão acrescidos os destinados ao microcrédito.","402",NA
"O Banco do Nordeste, com o programa Crediamigo, e o BNDES vão expandir sua atuação, juntamente com a rede de agentes de crédito popular.","402",NA
"No mínimo 1,2 milhão de empreendedores ou microempresas serão beneficiados, em cerca de 1.500 cidades, alcançando o valor de R$ 1,2 bilhão em operações de microcrédito em 2006.","402",NA
"Ampliada a procura de trabalhadores assalariados,","701",NA
"melhorada a qualificação da força de trabalho,","411",NA
"facilitado o crédito a pequenos empreendedores,o Governo José Serra cuidará para que as oportunidades cheguem aos interessados.","402",NA
"Isso não acontece, muitas vezes, por falta de informações.","410",NA
"O Governo José Serra adotará duas linhas de medidas para aprimorar a circulação de informações sobre o mercado de trabalho e o sistema de intermediação para colocação de trabalhadores nas vagas disponíveis.","410",NA
"O Ministério do Trabalho, elaborando as informações que já recebe regularmente por força de obrigações legais, divulgará periodicamente um guia das ocupações existentes no mercado de trabalho brasileiro, com seus requisitos de formação profissional e de experiência prática.","410",NA
"Combinado com estágios e com disciplinas de cunho profissionalizante, esse guia será uma ajuda valiosa para as opções profissionais dos jovens.","410",NA
"Também serão reformulados os postos do Sistema Nacional do Emprego e os convênios com Secretarias Estaduais do Trabalho, órgãos sindicais e outras entidades públicas e privadas.","410",NA
"O objetivo será padronizar, aperfeiçoar e espalhar uma rede de Postos de Apoio ao Trabalhador, como porta de entrada de um verdadeiro Sistema de Apoio ao Trabalhador.","410",NA
"Esse incluirá, além da assistência financeira temporária ao desempregado,","504",NA
"qualificação profissional","411",NA
"e ajuda na obtenção de nova oportunidade de trabalho, como assalariado,","504",NA
"autônomo ou pequeno empreendedor.","402",NA
"Os Postos de Apoio ao Trabalhador, quando plenamente implantados, darão acesso a serviços de documentação (Carteira de Identidade, Carteira de Trabalho, habilitação para o seguro-desemprego, inserção ou continuidade de contribuição previdenciária),","504",NA
"orientação ocupacional e informações sobre acesso a crédito,","402",NA
"possibilidades de qualificação profissional","411",NA
"e serviços de intermediação.","701",NA
"O grande instrumento para a montagem desse sistema, o FAT – Fundo de Amparo ao Trabalhador, foi criado e aperfeiçoado por projetos de lei do então deputado José Serra.","504",NA
"O gasto anual com o pagamento do seguro-desemprego, garantido pelo FAT, já é da ordem de 0,5% do PIB, representando o maior benefício social do país depois da Previdência.","504",NA
"Seguro-desemprego","H",NA
"Nos últimos oito anos, o governo federal deu passos importantes na gestão das políticas para o mercado de trabalho,","701",NA
"promovendo gradualmente a integração entre o pagamento do seguro-desemprego","504",NA
"e as ações de qualificação e recolocação de mão-de-obra.","701",NA
"Mas ainda há muito a ser feito e aperfeiçoado.","504",NA
"Nos países industrializados que contam com programas integrados de pagamento de benefícios e políticas ativas de emprego, a tendência geral é combinar, cada vez mais, o pagamento do seguro-desemprego","504",NA
"com a participação em atividades de qualificação profissional, intermediação de mão-de-obra e orientação profissional.","411",NA
"Essa estreita integração de ações precisa ser rapidamente implantada no Brasil, no âmbito do Programa do Seguro-Desemprego.","504",NA
"Como medidas adicionais, o Governo José Serra trabalhará pela desoneração da folha de salários das empresas","701",NA
"e pela reforma da legislação trabalhista, a fim de aumentar o emprego formal.","701",NA
"Os direitos básicos dos trabalhadores serão mantidos em lei.","701",NA
"Mas a liberdade de negociação e a autonomia sindical serão ampliadas.","701",NA
"A ênfase na negociação coletiva permitirá avanços na organização sindical de empresários e trabalhadores e viabilizará uma forma mais descentralizada de determinação dos níveis de salário e emprego nos diversos mercados de trabalho.","701",NA
"São os seguintes, portanto, os objetivos fundamentais da política de emprego do Governo José Serra: Gerar aproximadamente 8 milhões de novos postos de trabalho, entre 2003 e 2006,","701",NA
"acelerando o crescimento da economia para uma taxa média de 4,5% e para taxas mais altas nos setores que empregam mais trabalhadores.","410",NA
"Expandir e aperfeiçoar os programas de qualificação e requalificação profissional.","411",NA
"Estender os anos de escolaridade","506",NA
"e melhorar a formação cultural","502",NA
"e técnica das novas gerações de trabalhadores.","411",NA
"Ampliar o apoio creditício, técnico e comercial às pequenas e microempresas, urbanas e rurais, ao trabalho autônomo,","402",NA
"à agricultura familiar e às verdadeiras cooperativas.","703.1",NA
"Criar o Sistema de Apoio ao Trabalhador, oferecendo nos Postos de Apoio ao Trabalhador,","701",NA
"além do pagamento do segurodesemprego,","504",NA
"serviços de documentação,","701",NA
"informações sobre o mercado de trabalho,","701",NA
"orientações sobre qualificação e requalificação profissional","411",NA
"e ajuda na obtenção de nova oportunidade de trabalho, como assalariado, autônomo ou pequeno empreendedor.","701",NA
"2. ACELERAR O CRESCIMENTO COM ESTABILIDADE","H",NA
"Acelerar o crescimento da economia é condição necessária para ampliar as oportunidades de trabalho,","410",NA
"reforçar a segurança pública","605.1",NA
"e melhorar a vida das pessoas.","503",NA
"Por sua vez, manter a inflação sob controle","414",NA
"é condição necessária para acelerar o crescimento da economia de forma sustentada.","410",NA
"De fato, o equilíbrio macroeconômico é a base indispensável","414",NA
"tanto de boas políticas de expansão do produto","410",NA
"como de boas políticas sociais.","504",NA
"O governo que descuidar dessa base vai construir castelos na areia, em prejuízo tanto da economia como das pessoas.","414",NA
"O TRIPÉ MACROECONÔMICO","H",NA
"Para manter o equilíbrio econômico como base da aceleração do crescimento","410",NA
"e da geração de empregos,","701",NA
"o Governo José Serra garantirá a manutenção do tripé: regime de livre flutuação cambial,","414",NA
"regime monetário baseado em metas de inflação","414",NA
"e, sobretudo, o novo regime fiscal marcado pela austeridade,","414",NA
"transparência e responsabilidade.","304",NA
"(Ver, a respeito, o pronunciamento de José Serra na Assembléia do Banco Interamericano de Desenvolvimento, em Fortaleza, março de 2002.)","000",NA
"Em relação à austeridade, o governo cumprirá e fará cumprir com rigor a Lei de Responsabilidade Fiscal.","414",NA
"Essa lei segue diretrizes definidas na Constituição de 1988","203",NA
"por iniciativa do então deputado constituinte José Serra, que foi o relator principal das matérias fiscais e financeiras.","305.2",NA
"É importante lembrar também que a Lei de Responsabilidade Fiscal sucedeu à Lei Camata, cujo projeto foi de iniciativa da então deputada federal e hoje candidata a vice-presidente Rita Camata.","305.2",NA
"A Lei Camata iniciou o controle dos excessos em gastos de pessoal, que eram comuns no Brasil.","305.2",NA
"Nesse sentido, serão gerados os superávits primários que forem necessários para manter sob controle o endividamento público e cumprir rigorosamente as metas da Lei de Diretrizes Orçamentárias, já definidas até 2005.","414",NA
"O mais importante para o equilíbrio fiscal é traçar um horizonte de redução ao longo do tempo do peso da dívida pública na economia brasileira.","414",NA
"O objetivo será permitir uma queda anual na relação entre a dívida pública e o PIB, até que se possa considerar superado o gargalo fiscal.","414",NA
"A perspectiva de uma trajetória declinante desse indicador é condição necessária para o Brasil obter a categoria de “grau de investimento” nas agências internacionais de risco, além de remover mais uma restrição à queda contínua das taxas de juros.","414",NA
"Para alcançar esse objetivo, o Governo José Serra fechará a equação fiscal com uma taxa de crescimento elevada da produção, que permita arrecadar mais sem novos ou maiores impostos, e com melhora contínua da qualidade dos gastos.","410",NA
"Será dado um choque de eficiência e eficácia na administração pública.","303",NA
"A modernização e a informatização da administração federal serão intensificadas,","303",NA
"combatendo-se implacavelmente fraudes, desperdícios e ineficiências, a exemplo do que foi feito por José Serra à frente do Ministério da Saúde.","304",NA
"REMOVENDO OS OBSTÁCULOS AO CRESCIMENTO","H",NA
"O principal fator que tem limitado o crescimento da economia e das oportunidades de emprego","410",NA
"é o elevado déficit em conta corrente do balanço de pagamentos – acima de 4% do PIB e equivalente a cerca de 40% das exportações brasileiras.","414",NA
"Esse déficit pressiona a taxa de juros doméstica para cima, freando os investimentos produtivos.","410",NA
"A ponta do barbante para puxar o crescimento será uma contínua e forte elevação do superávit comercial, capaz de diminuir o peso do déficit em conta corrente para algo em torno de 2% até meados da década.","410",NA
"Esse resultado, e a equação fiscal apresentada, permitirão reduzir os juros reais para um intervalo de 6% a 7% até meados da década.","410",NA
"Como é óbvio, a elevação do superávit na balança de bens e serviços exige a aceleração das exportações e a substituição de importações.","410",NA
"Isso requer, por sua vez, políticas de comércio exterior e industrial ativas.","410",NA
"Ao lado da redução do déficit externo,","414",NA
"a reforma da estrutura tributária,","410",NA
"a criação de mecanismos adequados de financiamento","410",NA
"e a melhoria da infra-estrutura serão","411",NA
"condições relevantes para retomar um crescimento mais rápido da economia e, conseqüentemente, gerar mais e melhores oportunidades de trabalho.","410",NA
"A BATALHA DO COMÉRCIO EXTERIOR","H",NA
"Todos os esforços do governo, toda a política econômica e a diplomacia nacional deverão voltar-se para uma política de comércio exterior e industrial ativa.","410",NA
"Para enfrentar os concorrentes, o Brasil precisa produzir bens e serviços de qualidade, a preços competitivos.","410",NA
"E precisa derrubar barreiras alfandegárias e não-alfandegárias a suas exportações.","407",NA
"A estabilização da economia requereu uma mudança cultural.","410",NA
"Da mesma forma, a conquista de mercados externos e a substituição de importações exigirão mobilização persistente dos três níveis de governo e grande empenho do setor privado.","410",NA
"Para tornar a ação governamental mais abrangente e efetiva, será criado o Ministério do Comércio Exterior e Desenvolvimento, centralizando tarefas e atribuições que hoje estão repartidas entre vários órgãos.","410",NA
"Os investimentos governamentais na infra-estrutura,","411",NA
"os incentivos fiscais","402",NA
"e o financiamento público (BNDES, Banco do Nordeste e BASA) privilegiarão as exportações e a substituição de importações.","402",NA
"Haverá linha de financiamento direto às empresas brasileiras que se instalem no exterior, por ser esse um poderoso instrumento de ampliação das exportações brasileiras para mercados relevantes.","402",NA
"Paralelamente, um Instituto de Comércio Exterior, nos moldes existentes em outros países, com financiamento público e privado, manterá técnicos brasileiros nas grandes praças comerciais do mundo para trabalhar pelas exportações do Brasil.","410",NA
"Será dada prioridade à consolidação do Mercosul","108",NA
"como zona de livre comércio, flexibilizando-se a união alfandegária, de forma a permitir que os países membros possam fazer acordos comerciais com terceiros países.","407",NA
"O Brasil adotará postura agressiva para remover barreiras dos países desenvolvidos às exportações brasileiras.","407",NA
"Além disso, explorará todas as oportunidades de expansão das exportações brasileiras de bens e serviços, utilizando, inclusive, instrumentos de negociação como a decisão sobre o padrão a ser adotado no país para a televisão digital.","410",NA
"Conforme detalhado adiante neste programa, atenção especial será dada ao turismo receptivo, área onde o Brasil tem enormes vantagens comparativas subaproveitadas: atraímos somente um quarto do movimento de turistas que se dirigem ao México.","410",NA
"Além disso, o Governo José Serra adotará as seguintes medidas: Desonerar tributos nas exportações, em particular aqueles com incidência cumulativa (PIS, COFINS).","410",NA
"Até que isso seja feito, será aperfeiçoada a devolução integral (em toda a cadeia produtiva) desses tributos aos exportadores.","410",NA
"Desburocratizar procedimentos ligados ao comércio exterior, como na simplificação da normatização das operações de financiamento","410",NA
"e facilitação de acesso rápido a informações seguras de comércio exterior.","410",NA
"Aperfeiçoar e coordenar os mecanismos de financiamento e seguro de crédito à exportação","410",NA
"e aumentar os recursos para o financiamento às exportações (pré e pós-embarque).","402",NA
"Reduzir os custos dos investimentos e facilitar as importações de bens de capital, com a isenção de impostos para máquinas e equipamentos sem produção nacional.","410",NA
"Implantar o Programa de Reaparelhamento e Informatização dos Portos – REPORTO e avançar na interiorização de entrepostos aduaneiros e portos secos em áreas estratégicas.","410",NA
"Apoiar a formação e ampliação de consórcios de exportação por médias, pequenas e microempresas, adequando a legislação para a criação de cooperativas de exportação.","403",NA
"Praticar uma política agressiva de acordos comerciais bilaterais de preferências tarifárias, gerais ou setoriais.","407",NA
"Fomentar ações de apoio ao desenho industrial e fortalecer o Programa Brasileiro de Design, enfatizando a cooperação entre agências de fomento, entidades tecnológicas setoriais, SENAI e SEBRAE.","410",NA
"Criar linhas específicas de recursos para a promoção comercial de produtos agrícolas e agroindustriais no exterior,","703.1",NA
"tendo como foco principal a agregação de valor e a integração para frente de cadeias agroindustriais.","410",NA
"Substituição de importações","H",NA
"A despeito de o Brasil contar com uma estrutura industrial complexa e integrada, persistem problemas de competitividade em alguns segmentos.","410",NA
"Nos setores intensivos em tecnologia (complexo eletroeletrônico, fármacos e química), o Brasil é competitivo na produção de bens finais, mas depende de parcela significativa de insumos e componentes, principalmente os de maior conteúdo tecnológico.","411",NA
"Em segmentos tradicionais (como têxtil, calçados e agroindústria), permanecem os desafios de incentivar o aumento da produtividade e a conquista de mercados, com o variado leque de ações que isso demanda: desenvolvimento de design, marcas, logística, acesso a bens de capital, aperfeiçoamento da capacidade de comercialização.","410",NA
"Esses setores são fundamentais para a geração de emprego e renda, principalmente nas regiões menos desenvolvidas, onde se localiza expressiva parcela de seu parque produtivo.","410",NA
