"content","cmp_code","eu_code"
"é de desenvolvimento porque visa o crescimento a partir da modernização de nossa estrutura produtiva, de forma sustentável,","416.2",NA
"com a incorporação de pessoas ao mercado de trabalho,","701",NA
"que serão qualificadas através de boas políticas de educação,","506",NA
"saúde e relacionadas às demais condições de vida,","504",NA
"e visará reduzir a pobreza e melhorar a distribuição da renda e da riqueza no país.","503",NA
"Essa estratégia deverá, como sempre demonstrou a história, ser implementada sempre pela ação complementar dos setores público e privado.","405",NA
"Para isso, é preciso, primeiro, colocar a casa em ordem e, ao mesmo tempo, recuperar a capacidade do setor produtivo para gerar empregos","402",NA
"Arrumar a casa significa o governo fazer o chamado ajuste macroeconômico, equilibrando as finanças públicas e reduzindo paulatinamente a participação de sua dívida no PIB do país, o que fortalecerá a capacidade do governo para realizar políticas sociais e de investimento;","414",NA
"dessa forma, será possível reduzir a taxa de juros e, por consequência, os custos de financiamento para empresas e consumidores, e propiciar condições para que a taxa de câmbio oscile moderadamente em torno de um patamar competitivo para as empresas do país, tanto no mercado interno como externo.","402",NA
"Ao recuperar a sua capacidade de investir, o Estado brasileiro liderará, com a participação do setor privado, o processo de melhoria da infraestrutura que tanto afeta a produção e as condições de vida da população","411",NA
"e, ao mesmo tempo, possibilitará a geração de empregos.","701",NA
"As deficiências na infraestrutura geram restrições não só ao aumento da produtividade, mas também deterioram as condições de vida da população.","411",NA
"Dada a ausência de investimentos no setor, somente 20% dos domicílios na Região Norte e 45% na Região Nordeste tinham acesso à rede geral de esgotamento sanitário ou fossa ligada à rede em 2017 (segundo o IBGE), por exemplo.","504",NA
"O Estado precisa, junto com o setor privado, viabilizar um volume de investimentos de, aproximadamente R$ 300 bilhões ao ano (praticamente 5% do PIB) para recuperar a infraestrutura do país","411",NA
"e assim contribuir para a melhoria dos indicadores sociais","503",NA
"e da competitividade global das empresas brasileiras.","408",NA
"Não haverá outra forma de fazê-lo que não seja através do retorno da capacidade de investimento do setor público, que dependerá do ajuste fiscal, tributário, da reforma da Previdência e da consequente queda das despesas com juros,","414",NA
"e da sua associação com o capital privado nessa empreitada.","410",NA
"O BNDES também terá um papel preponderante nesse processo,","410",NA
"Outra solução para recuperar o emprego no momento inicial (além do investimento em infraestrutura e um conjunto de ações emergenciais), já que o mercado interno está desaquecido e o elevado desemprego e endividamento inibem a sua recuperação, é o aumento das exportações, principalmente daquelas ligadas ao setor industrial.","411",NA
"A história mostra que o processo de desenvolvimento de todos os países passou pelo surgimento e crescimento da indústria, e os dados também mostram que os países mais ricos exportam proporcionalmente mais produtos industrializados que outros tipos de produtos.","411",NA
"É na indústria que é gerada a maioria das inovações;","411",NA
"também é esse setor que mais estimula a produção de outros setores","410",NA
"e gera empregos de qualidade, com bons salários, e em quantidade satisfatória.","701",NA
"A indústria atual está totalmente associada aos chamados serviços modernos, como informática, design, logística, pesquisa, marketing, consultoria, projetos e publicidade, dentre outros, e esse é o caminho atual do processo de desenvolvimento – a chamada indústria 4.0.","411",NA
"Portanto, a reindustrialização do país, já que este setor perdeu muito espaço desde a década de 1990, é um ponto central de nossa estratégia de desenvolvimento; sempre buscando inovar, agregar serviços modernos e exportar.","411",NA
"O agronegócio, que tanto tem ajudado nossa economia, também deverá ser estimulado a produzir bens com maior valor agregado, para gerar ainda mais riqueza ao país.","703.1",NA
"Nosso país perdeu milhares de indústrias e esse é um dos motivos mais relevantes para explicar o nosso baixo crescimento, de apenas 2,2% ao ano, em média, nos últimos 30 anos (1988-2017).","410",NA
"Para se ter uma ideia do baque que isso significa, basta dizer que o Brasil cresceu, nos 30 anos anteriores (1958-1987), à média de 6,6% ao ano, três vezes mais do que atualmente.","410",NA
"As economias que mais enriqueceram nas últimas décadas foram as que investiram pesadamente em sua indústria, e assim tem sido ao longo da história.","411",NA
"Nós fizemos o contrário.","410",NA
"Em 1990, nossa produção industrial era igual à da China ou à soma de Coreia do Sul, Malásia e Tailândia.","410",NA
"Mas em 2015, produzimos apenas o equivalente a 6% do que a indústria chinesa produziu e somente 33% do que produziram as indústrias dos outros três países somadas.","410",NA
"Reindustrializar o país é uma das nossas metas principais, juntamente com o desenvolvimento dos setores de serviços intensivos em conhecimento,","411",NA
"e ser o passo fundamental para o Brasil voltar a crescer","410",NA
"e gerar mais empregos duradouros e de qualidade.","701",NA
"Mas, para inserirmos mais pessoas no mercado de trabalho, com bons salários, e melhorar nossa competitividade,","701",NA
"precisamos também investir fortemente na melhoria do sistema educacional.","506",NA
"Hoje o acesso é praticamente universal no ensino fundamental, mas o desempenho ainda é insuficiente.","506",NA
"Neste campo, devemos seguir o exemplo adotado no estado do Ceará, terra de nosso candidato Ciro Gomes: entre as 100 cidades com o melhor IDEB (Índice de Desenvolvimento da Educação Básica) do país, 77 delas lá se encontram.","506",NA
"Já em relação ao ensino de nível médio, a evasão é elevadíssima, a oferta de vagas é insuficiente e o desempenho dos alunos, também insatisfatório.","506",NA
"Entre 1990 e 2015, o número de pessoas com mais de 25 anos que possui pelo menos educação de nível médio aumentou 2,9 vezes no Brasil, mas ainda é baixo para padrões internacionais (94º colocado entre 164 países em 2015; os dados são do Índice de Desenvolvimento Humano calculado pela Organização das Nações Unidas).","506",NA
"No ensino de nível superior, os problemas de acesso e evasão permanecem, bem como os relativos à qualidade do ensino em situações específicas.","506",NA
"Portanto, nossas metas estarão relacionadas à correção da evasão escolar, à melhoria dos índices de desempenho dos alunos e à ampliação do acesso aos níveis de ensino médio e superior.","506",NA
"No tocante à Saúde, outra área sensível para o bem-estar da população, a situação é semelhante.","504",NA
"Ainda que a taxa de mortalidade até os cinco anos de idade (um importante indicador das condições de saúde da população) tenha se reduzido em aproximadamente 75% entre 1990 e 2015, ainda é alta para padrões internacionais, pois o Brasil é o 90º colocado entre 193 países em 2015 (a fonte dos dados é semelhante à utilizada para a Educação)","504",NA
"A atenção básica tem que ser reforçada e priorizada, e a gestão do atendimento médico e hospitalar às chamadas doenças de média e alta complexidade, aprimorada.","504",NA
"Diferentemente da Educação, em que o acesso é quase universal no ensino fundamental,","506",NA
"na Saúde ainda precisa ser ampliada a oferta de diversos serviços, mesmo os mais básicos, à população brasileira.","504",NA
"Outro problema premente para a população é a segurança pública.","605.1",NA
"O Brasil registrou 63.380 homicídios em 2017.","605.1",NA
"São 30,8 homicídios por mil habitantes, segundo o Atlas da Violência de 2018.","605.1",NA
"A taxa mundial é de cerca de 8 homicídios por mil habitantes.","605.1",NA
"Do total de óbitos registrados para a população entre 15 e 19 anos, 50,3% corresponderam a homicídios em 2016.","605.1",NA
"A taxa de homicídios de negros atingiu 40,2 por mil habitantes naquele ano, enquanto a de não negros foi de 16 por mil habitantes.","605.1",NA
"A desigualdade racial fica evidenciada nessas estatísticas.","503",NA
"Armar as pessoas vai provocar um número de mortes ainda maior (um “banho de sangue”).","605.2",NA
"Esse não será o caminho da solução, com certeza;","605.2",NA
"a saída se dará pela melhoria das condições de trabalho da polícia e da inteligência investigativa, ao combate ao tráfico de armas, ao crime organizado e suas movimentações financeiras, e ao policiamento nas fronteiras, dentre outros.","605.1",NA
"Há, portanto, uma série de políticas sociais que devem ser implementadas conjuntamente à estratégia de crescimento econômico.","504",NA
"Essas políticas são importantes para proteger os mais pobres, melhorar o bem-estar da população e acelerar o processo de distribuição de renda.","503",NA
"Nesta introdução, citamos apenas alguns exemplos, e essas políticas terão um papel muito importante em nosso programa de governo a ser elaborado.","504",NA
"Aliás, crescer distribuindo renda é fundamental","503",NA
"Reduzir as gritantes desigualdades econômicas e sociais do país requer um conjunto amplo e simultâneo de medidas,","503",NA
"como estamos propondo nessa estratégia de desenvolvimento.","410",NA
"Queremos criar empregos de qualidade,","701",NA
"tributar proporcionalmente mais os ricos,","503",NA
"investir fortemente em educação","506",NA
"e em políticas sociais, dentre outras medidas.","504",NA
"Bem, e encerrando essa introdução, já que estamos defendendo uma estratégia nacional de desenvolvimento,","410",NA
"precisamos dizer onde queremos chegar, gerando empregos de qualidade acessíveis a todos.","701",NA
"Nossa meta maior é buscarmos, em um período de 15 anos, alcançar o atual Índice de Desenvolvimento Humano de Portugal (que hoje é o 41º do mundo, enquanto o Brasil está na 79ª posição), um país dentre os que mais vêm crescendo no mundo desenvolvido e que possui um governo cujas bases de suas políticas são progressistas.","503",NA
"Para atingirmos o atual nível de renda per capita de Portugal, buscaremos crescer 5% ao ano,","410",NA
"e será definida uma série de outros objetivos e metas relativas a indicadores sociais, como expectativa de vida,","504",NA
"mortalidade infantil,","504",NA
"taxa de homicídios","605.1",NA
"e desigualdades sociais entre homens e mulheres.","503",NA
"Se quisermos também atingir os seus indicadores de distribuição de renda, teremos que investir muito em educação,","506",NA
"bem como em políticas econômicas que propiciem a orientação de nossa produção na direção de setores que produzam bens mais sofisticados com maior valor agregado,","411",NA
"e na realização de muitas políticas sociais visando o acesso a bens e serviços públicos de qualidade.","504",NA
"Como vemos, a tarefa não é fácil, e sem uma estratégia bem desenhada, implementada com dedicação e vigor,","404",NA
"e que combine a atuação dos setores público e privado, será impossível atingirmos os resultados propostos.","405",NA
"Vamos então, a seguir, detalhar a composição das diretrizes para o nosso programa de governo, um programa soberano porque é baseado em uma estratégia nacional de desenvolvimento.","410",NA
"DETALHAMENTO DO PROGRAMA","H",NA
"1. GERAÇÃO DE EMPREGOS","H",NA
"O Brasil tem hoje 169 milhões de pessoas em idade de trabalhar.","701",NA
"Para gerar emprego e ocupação de forma sustentável para essa formidável massa de brasileiros,","701",NA
"nosso país precisa adotar uma estratégia planejada, um plano nacional debatido por toda a sociedade, estabelecendo prioridades sociais e econômica.","404",NA
"Metas de curto, médio e longo prazos que permitam ao Brasil alcançar, em termos de renda e desenvolvimento humano, o mesmo nível de alguns países europeus ou asiáticos que já deixaram para trás problemas como desemprego,","404",NA
"miséria e pobreza e oferecem oportunidades e um bom nível de vida para todos os seus habitantes.","503",NA
"O Brasil tem condições, riquezas e recursos para tanto.","410",NA
"Mas isso requer um plano, um caminho estabelecido","404",NA
"entre a sociedade e o governo, entre os trabalhadores, o setor privado e o setor público,","405",NA
"que defina claramente políticas de desenvolvimento focadas na expansão da competitividade dos setores produtivos, com especial destaque para a indústria de transformação","410",NA
"e redobrada atenção ao setor exportador, considerando também a força de nosso agronegócio","703.1",NA
"e da nossa mineração, que geram essenciais divisas para as contas externas  do país.","410",NA
"Precisamos gerar empregos para milhões de brasileiras e brasileiros.","701",NA
"Esse é um dos objetivos mais importantes de nosso programa,","701",NA
"Para atingirmos esses objetivos, o país precisa retomar o crescimento","410",NA
"e uma série de medidas econômicas serão necessárias;","410",NA
"todas elas visam o aumento dos investimentos que ampliarão a capacidade produtiva,","410",NA
"possibilitando a criação dos novos empregos tão necessários.","701",NA
"Diversas medidas serão necessárias, e a seguir descreveremos as principais delas.","408",NA
"1. 1 O alcance do equilíbrio fiscal para que o governo recupere a sua capacidade de investir","414",NA
"e realizar políticas sociais para melhorar as condições de vida da população.","504",NA
"Em outras palavras, vamos garantir a sustentabilidade fiscal e previdenciária do Estado em todas as suas esferas e promover a simplificação do sistema tributário,","414",NA
"elevando a capacidade de investimento dos governos,","410",NA
"e possibilitando a prestação de serviços públicos de qualidade para toda a sociedade","504",NA
"Definimos como meta alcançar o equilíbrio no resultado primário em dois anos de governo e, para alcançar esse equilíbrio, uma série de reformas serão necessárias:","414",NA
"Reforma fiscal, tributária e previdenciária","H",NA
"Implementação de um sistema previdenciário multipilar capitalizado, em que o primeiro pilar, financiado pelo Tesouro, seria dedicado às políticas assistenciais;","504",NA
"o segundo pilar corresponderia a um regime previdenciário de repartição com parâmetros ajustados em relação à situação atual;","414",NA
"e o terceiro pilar equivaleria a um regime de capitalização em contas individuais.","414",NA
"Ademais, seria discutida a introdução de idades mínimas diferenciadas por atividade","414",NA
"e gênero;","706",NA
"Redução, inicial, de 15% das desonerações tributárias;","414",NA
"Revisão de todas as despesas do governo, de modo a eliminar desperdícios, sobreposições e privilégios;","414",NA
"os gastos com investimentos,","410",NA
"Saúde","504",NA
"e Educação deverão ser preservados;","506",NA
"Isenção de tributos na aquisição de bens de capital;","402",NA
"Redução do Imposto de Renda da pessoa jurídica;","402",NA
"Redução de impostos sobre consumo (PIS/COFINS e ICMS);","402",NA
"Criação de um Imposto Sobre Valor Agregado (IVA), unificando vários tributos atualmente existentes;","303",NA
"Eliminação gradual da chamada “pejotização”;","701",NA
"Recriação do Imposto de Renda sobre lucros e dividendos;","503",NA
"Alteração das alíquotas do ITCD (imposto sobre heranças e doações);","503",NA
"Simplificação da estrutura tarifária de importações;","303",NA
"Elevação da alíquota do ITCD (imposto sobre heranças e doações);","503",NA
"Revogação da EC 95 (Teto de Gastos), a ser substituída por outro mecanismo que controle a evolução das despesas globais do governo,","414",NA
"preservando, como afirmado acima, os gastos com investimentos,","402",NA
"Saúde","504",NA
"e Educação;","506",NA
"Redução da burocracia para abertura, acompanhamento das operações tributárias e fechamento de empresas","303",NA
"Reforma orçamentária","H",NA
"Maior integração entre o planejamento dos objetivos de governo, suas metas, o orçamento e um modelo de gestão orientado para resultados;","404",NA
"Introdução do orçamento plurianual para grandes projetos prioritários;","404",NA
"Planejamento de despesas por período superior a um ano;","404",NA
"Criação da unidade de projetos prioritários, com sistema de acompanhamento e avaliação;","404",NA
"Adoção do chamado orçamento base zero;","404",NA
"Programação de desembolsos associados à avaliação da execução de projetos e resultados alcançados;","404",NA
"Criação de incentivos à economia de recursos orçamentários;","402",NA
"Aprimoramento do processo licitatório;","303",NA
"Maior transparência na classificação e execução orçamentária;","303",NA
"Criação de sistema de acompanhamento e rateio de custos.","303",NA
"Reforma da gestão pública","H",NA
"Implementação de um processo dinâmico de planejamento de longo prazo, com um horizonte de 20 anos, no qual, a cada 4 anos, o planejamento seria atualizado para as próximas duas décadas, servindo de base para a elaboração dos planos plurianuais;","404",NA
"Redefinição de ministérios em função das atribuições a serem desempenhadas pelo governo;","303",NA
"Melhoria da integração entre as diversas estruturas organizacionais visando magnificar os efeitos intersetoriais e transversais das políticas públicas;","303",NA
"Realização de um planejamento da força de trabalho que alinhe as necessidades de pessoal às funções e objetivos estratégicos do governo;","303",NA
"Alinhamento da política de pessoal aos resultados do planejamento da força de trabalho;","303",NA
"Desenvolvimento profissional do quadro de servidores e de estrutura de incentivos baseada no alcance de resultados;","303",NA
"Criação de mecanismos de incentivo e avaliação de desempenho realistas;","303",NA
"Introdução de um sistema meritocrático para ocupação de cargos em comissão;","303",NA
"Criação de instrumentos e parâmetros de monitoramento e avaliação de políticas públicas;","303",NA
"Implementação de um sistema de metas e acompanhamento de resultados associado ao orçamento;","303",NA
"Aprimoramento e fortalecimento dos mecanismos de gestão fiscal e de controle de custos;","303",NA
"Criação de mecanismos de identificação de projetos inovadores que possam ser disseminados na administração pública;","303",NA
"Integração e modernização dos sistemas públicos de Tecnologia da Informação e de Comunicação (TIC) e implementação de sistemas de Big Data no Governo Federal;","303",NA
"Melhoria e expansão do chamado governo eletrônico, ampliando fortemente a prestação de serviços, os controles realizados por meio eletrônico e a desburocratização de processos de trabalho;","303",NA
"Aperfeiçoamento do pacto federativo ;","301",NA
"e das regras de consórcio público para execução de políticas públicas;","303",NA
"Estímulo à oferta de serviços públicos, não exclusivos de Estado, por organizações públicas não estatais, como organizações sociais;","505",NA
"Revisão da forma de atuação das agências reguladoras;","303",NA
"Aperfeiçoamento do marco jurídico que rege a administração pública, incluindo o processo de compras","303",NA
"1.2 A redução da taxa de juros, para estimular a retomada dos investimentos privados e aliviar a população e as empresas endividadas, é essencial.","402",NA
"Para atingir esse objetivo, deverá ser realizada uma reforma monetária","402",NA
"acompanhada de um conjunto de medidas que possibilite diminuir tanto a taxa de juros básica, definida pelo Banco Central, como aquela que é cobrada nos financiamentos a consumidores e empresas:","402",NA
"Compromisso com a redução da taxa de juros básica (Selic) em compasso com a realização do ajuste fiscal;","402",NA
"Redução da indexação no mercado financeiro, através da substituição gradual da participação de Letras Financeiras do Tesouro, corrigidas pela Selic, por títulos prefixados no financiamento da dívida;","403",NA
"Substituição gradual das operações compromissadas (operações de overnight com lastro em títulos públicos com compromisso de recompra por parte do Banco Central) por depósitos voluntários remunerados (que não são lastreados em títulos públicos) no Banco Central;","403",NA
"Desregulamentação bancária para possibilitar a maior oferta de serviços financeiros por parte de instituições de pequeno e médio porte e ampliar a rede bancária;","403",NA
"Aprimoramento da legislação na direção de facilitar a operação de novos negócios financeiros dentro e fora do sistema bancário, incluindo a regulamentação e estímulo ao desenvolvimento das instituições financeiras que operam exclusivamente pela internet, chamadas de Fintechs;","403",NA
"Maior controle da concentração bancária por parte dos órgãos de regulação;","403",NA
"participação do CADE juntamente com o Banco Central nesse processo;","403",NA
"Participação ativa do Banco do Brasil e da Caixa Econômica Federal no processo de redução do spread bancário, garantindo a rentabilidade necessária às suas operações.","402",NA
"1.3  A defesa de uma taxa de câmbio competitiva é essencial para, junto com uma série de outras medidas, recuperar a capacidade das empresas brasileiras, produtoras de bens industrializados e serviços sofisticados, concorrerem no mercado externo.","402",NA
"Também é fundamental para evitar que as empresas importadoras possam trazer produtos com preços em reais artificialmente baixos que impossibilitem as empresas brasileiras de concorrerem com elas,","406",NA
"resultando na eliminação de muitos empregos no país:","701",NA
"A taxa de câmbio deve oscilar, com reduzida volatilidade, em torno de um patamar competitivo para a indústria nacional;","402",NA
"A política fiscal equilibrada e a redução da taxa de juros serão os fatores determinantes desse comportamento da taxa de câmbio;","403",NA
"Recriação do fundo soberano, para impedir as oscilações excessivas da taxa de câmbio em função dos ciclos de commodities, possibilitar a implementação de políticas anticíclicas e a estabilidade de preços importantes, como o petróleo, no mercado interno (sempre resguardando a rentabilidade das empresas produtoras desses bens).","409",NA
"1.4  A manutenção da inflação em patamares baixos é fundamental para o crescimento e esse é outro ponto essencial de nosso programa","414",NA
"Queremos aliar a menor inflação possível à meta de criação dos empregos necessários à população brasileira","701",NA
"Portanto, o regime de metas de inflação será mantido, e o Banco Central perseguirá a menor taxa de inflação possível","414",NA
"associada a uma taxa de desemprego que não sacrifique a população brasileira:","701",NA
"O Banco Central terá duas metas: a taxa de inflação","414",NA
"e a taxa de desemprego, como ocorre nos Estados Unidos;","701",NA
"Adoção de medidas de núcleo dos índices de preços como meta de inflação;","414",NA
"Mudança do prazo de convergência da inflação à meta em caso de choques inflacionários (ao invés do ano calendário, adotar um número maior de meses);","414",NA
"Desindexação de preços relevantes da economia;","414",NA
"Ampliação da composição do Conselho Monetário Nacional;","301",NA
"Divulgação da transcrição das gravações das reuniões do Copom após seis meses, visando maior transparência das ações do Banco Central.","303",NA
"1.5  A política industrial, junto com outros instrumentos como a política de ciência e tecnologia e creditícia, sempre auxiliou no desenvolvimento de setores considerados estratégicos,","404",NA
"seja para a geração de inovações ou de empregos (ou ambos), tanto nos países desenvolvidos  como em desenvolvimento.","410",NA
"Deve ser desenhada de forma complementar à política macroeconômica, e não para compensar desequilíbrios, como foi no passado recente:","409",NA
"Definição de quatro grandes complexos prioritários.","404",NA
"A escolha desses complexos se deve aos seguintes fatores:","404",NA
"o seu impacto sobre a balança comercial, através da elevada participação de insumos importados em seu processo produtivo;","409",NA
"o seu impacto positivo sobre a produção dos demais setores;","409",NA
"a possibilidade de melhor aproveitamento, com agregação de valor, de nossos recursos naturais;","411",NA
"a geração de tecnologia que poderá ser disseminada aos demais setores da economia.","411",NA
"São eles o agronegócio,","703.1",NA
"a defesa,","104",NA
"o setor de óleo, gás","411",NA
"e biocombustíveis","703.1",NA
"e a produção de bens para atender aos serviços de saúde.","504",NA
"O quinto setor relevante, a construção civil, forte gerador de empregos, será estimulado pela política orientada à recuperação da infraestrutura, incluindo o saneamento básico e a habitação;","411",NA
"Políticas de incentivo à inovação e sustentabilidade financiadas pelo BNDES e bancos privados,","402",NA
"visando primordialmente ao aumento da competitividade e elevação das exportações com maior conteúdo tecnológico e a sua diversificação,","402",NA
"e ao estímulo à realização de investimentos complementares na cadeia produtiva, principalmente na integração entre indústria e serviços modernos, de forma a possibilitar nossa participação nas etapas mais relevantes das cadeias globais de valor;","402",NA
"Definição do BNDES como grande agente financeiro da estratégia de política industrial, junto com a FINEP e os órgãos estaduais de fomento à inovação;","402",NA
"Reforço à política de preferência por insumos locais nos processos de compras governamentais;","406",NA
"Aprimoramento da política de conteúdo local, visando a sua simplificação e, ao mesmo tempo, sua adoção como efetivo instrumento de estímulo ao produtor nacional;","406",NA
"Vínculo com a política de ciência e tecnologia por meio da criação de estímulos à atuação conjunta de universidades, empresas e instituto de pesquisas no desenvolvimento de produtos e tecnologias.","411",NA
"1.6  Uma política de inserção internacional que fomente o setor produtivo, com especial destaque para a indústria manufatureira de alta tecnologia e para serviços intensivos em conhecimento, é fundamental para garantir que a globalização gere empregos de qualidade, ao invés de destruir os poucos empregos que restaram nesses setores.","402",NA
"Para tanto, é preciso que haja uma estratégia com foco no longo prazo, com forte apoio às exportações desses produtos e serviços.","406",NA
"O Brasil tem condições de se aproximar, em termos de renda e desenvolvimento humano, dos países europeus, desde que estabeleça claramente políticas focadas na expansão da competitividade externa dos setores produtivos mais sofisticados tecnologicamente:","402",NA
"Definição de metas claras de crescimento para as exportações de manufaturados;","402",NA
"Priorização na concessão de crédito, por parte do BNDES, às empresas que cumprirem metas de exportação, inovação, elevação da competitividade e geração de empregos;","402",NA
"prática de menores taxas de juros para aquelas que inovarem","402",NA
"e preservarem o meio ambiente;","416.2",NA
"Desenvolvimento de mecanismos que facilitem o acesso dos exportadores a financiamentos com custos compatíveis aos obtidos por seus concorrentes externos;","402",NA
"Melhoria da infraestrutura para escoamento da produção;","402",NA
"Racionalização da estrutura tarifária de importações;","402",NA
"Estabelecimento de acordos comerciais, preservando os interesses do país;","402",NA
"Estruturação de suporte às empresas brasileiras na prospecção de mercados e no atendimento aos clientes no exterior","402",NA
"1.7         Todas as políticas orientadas ao crescimento","410",NA
"e à geração de empregos carecem de recursos para serem viabilizadas.","701",NA
"Uma política de crédito, que retome a capacidade de financiamento às empresas","402",NA
"e à população em geral, será fundamental em nossa estratégia de desenvolvimento.","409",NA
"Uma série de medidas serão adotadas para recuperar o volume de crédito na economia brasileira.","409",NA
"A  própria redução da taxa de juros e das operações compromissadas levará o sistema financeiro a realizar operações de empréstimos e o volume da oferta de crédito deverá crescer:","409",NA
"Definição de um conjunto de ações para auxiliar na redução do endividamento de famílias e empresas;","409",NA
"e empresas;","402",NA
"Alterações na política atual de recolhimentos compulsórios sobre depósitos bancários;","402",NA
"Estímulo à disseminação do cadastro positivo;","409",NA
"Popularização do mercado de fundos lastreados em títulos privados;","409",NA
"Estímulo ao desenvolvimento do mercado de capitais e de financiamento privado de longo prazo, o que também contribuirá para a elevação da poupança nacional;","409",NA
"Desenvolvimento de mecanismos alternativos de crédito, como venture capital (capital de risco);","402",NA
"Definição de uma estrutura tributária que estimule a concessão de crédito de longo prazo;","402",NA
"Retomada do protagonismo do BNDES na concessão de crédito ao investimento, pesquisa e inovação, através da criação de novas formas de captação de recursos;","402",NA
"Reforço do papel da CEF no financiamento de políticas sociais;","504",NA
"Reforço do papel do BB na concessão de crédito à agricultura","703.1",NA
"e capital de giro para pequenas e médias empresas","402",NA
"1.8 Adicionalmente, políticas específicas para a criação direta de empregos, complementares a todas estas citadas acima, serão necessárias, dado o elevado desemprego da economia brasileira.","701",NA
"Em junho de 2018, esse contingente atingia 13 milhões de pessoas, praticamente o dobro do número registrado em 2014; por isso, para recuperar o emprego de milhões de brasileiros rapidamente, e criar empregos para outras pessoas que vêm ingressando no mercado de trabalho, vamos propor um conjunto de ações emergenciais e outras que auxiliarão a promover a geração sustentável de empregos,","701",NA
"priorizando as camadas mais vulneráveis da população,","503",NA
"estimulando a formalização no mercado de trabalho","701",NA
"e a capacitação profissional compatível com as demandas das organizações públicas e privadas,","411",NA
