"content","cmp_code","eu_code"
"1.3. São evidentes os riscos, problemas e desafios que o País enfrenta na União Europeia e no quadro da globalização.","110",NA
"Estes riscos, desafios e problemas são em parte comuns com os de outros Estados de pequena dimensão e de médio ou baixo nível de desenvolvimento, que se encontram crescentemente desprovidos de instrumentos de comando das políticas económicas e reduzidos na sua capacidade de manobra, recorrendo crescentemente, como variáveis de ajustamento económico para as crises e outras perturbações económicas, à redução dos níveis salariais e dos níveis de emprego.","103",NA
"Mas esses riscos, problemas e desafios são agravados pela demissão e o conformismo políticos do Estado português, perante a concretização de uma integração desigual e de políticas e orientações comunitárias, que penalizam claramente o País e, em particular, os trabalhadores e outras camadas laboriosas.","110",NA
"No conjunto dos processos comunitários assumem particular gravidade:","110",NA
"- o ""Pacto de Estabilidade"" de Amsterdão e outros constrangimentos decorrentes da União Económica e Monetária, agravados pela ausência de meios, no Orçamento Comunitário, para fazer face a possíveis impactos que atingem sobretudo alguns sectores sociais e os países menos desenvolvidos (choques assimétricos);","110",NA
"- o quadro em que se quer processar o alargamento da União, num contexto em que os países contribuintes líquidos pretendem reduzir as suas contribuições e levar a cabo alterações institucionais desfavoráveis aos países mais pequenos como Portugal (regras de votação, número de comissários, línguas de trabalho, rotação das presidências ),","110",NA
"e em que Portugal terá ainda que contar com o aumento da concorrência intracomunitária, desfavorável ao País, dado o perfil produtivo dos países candidatos ser semelhante ao português;","110",NA
"- o desenvolvimento pela União Europeia de um conjunto de negociações económicas, e em particular comerciais, de que avultam, pelos seus efeitos negativos para Portugal, as da OMC — Organização Mundial do Comércio, o PET (o partenariado económico transatlântico da União Europeia com os EUA) e outras diversas negociações bilaterais e com blocos económicos regionais (MERCOSUL, Magrebe, Bacia do Mediterrâneo, Lomé, etc. ).","110",NA
"Estes processos, onde prevalecem as políticas neoliberais, de total liberalização comercial e da circulação dos capitais segundo os interesses objectivos das potências dominantes da União Europeia e do capital transnacional, provocam todos eles uma forte intensificação da concorrência económica.","110",NA
"Que está naturalmente articulada com o crescente domínio monopolista/oligopolista dos principais sectores, actividades e mercados, com as reestruturações e deslocalizações industriais, fusões e aquisições de grandes empresas e grupos e com as imposições comunitárias de privatização, liberalização e desregulamentação.","110",NA
"Tudo junto, impulsionando uma brutal redivisão europeia (e mundial) do trabalho, tendente a provocar em Portugal a liquidação das indústrias básicas e produções estratégicas, sem alternativa, deixando-nos as indústrias e serviços de mão-de-obra intensiva, modesto perfil tecnológico e baixo valor acrescentado.","110",NA
"A evolução das balanças comerciais dos diversos países da União Europeia é expressão desses processos: enquanto que o défice da balança comercial portuguesa, entre 1993 e 1999, se agrava em cerca de 50%, a Alemanha multiplica por 3, e a França por 4, os seus excedentes comerciais.","110",NA
"Não pensamos que tais problemas e consequências mais gravosas sejam uma fatalidade.","108",NA
"Há uma alternativa com outro rumo para a União Europeia, de que Portugal deve ser um activo protagonista, e outra política interna para Portugal.","108",NA
"Três direcções de luta se impõem:","108",NA
"A primeira, para que o Governo português e os representantes de Portugal na União Europeia defendam com coragem os interesses portugueses, invocando, além do mais, princípios ainda constantes nos Tratados como ""a coesão económica"", ""a coesão social"", os ""interesses vitais"", as ""características específicas"", o princípio da unanimidade em certas decisões, etc.","108",NA
"A segunda, a luta do povo português e seus movimentos e organizações sociais e políticas na constante defesa de interesses concretos atingidos pela política do governo ou por decisões supranacionais.","202",NA
"A terceira, a luta por uma profunda modificação da União Europeia – por uma União Europeia de povos e Estados soberanos e iguais em direitos, renovada e com um rumo económico, social e político, distinto das orientações que têm sido dominantes.","108",NA
"1.4. Apesar de alguns progressos em infra-estruturas físicas, de algum crescimento da população escolarizada e universitária, e de algumas actividades económicas de bom nível tecnológico, o País mantém gritantes desigualdades e assimetrias e um conjunto de características e índices socioeconómicos que o colocam no fim da lista dos países da União Europeia.","503",NA
"No plano económico mantém-se uma situação periférica e dependente, de uma economia subcontratada e com centros de decisão crescentemente no exterior.","103",NA
"Permanece uma débil estrutura produtiva (indústria, agricultura, pescas), uma especialização sectorial assente em mão-de-obra barata e crescentemente precarizada, com os índices de produtividade mantendo a distância, desde 1992, em cerca de 40% da média comunitária.","408",NA
"É de sublinhar que este período de não convergência da produtividade nacional com a produtividade média comunitária, desmente inteiramente os argumentos dos ""ganhos em eficiência"" e dos ""avanços na modernização"" com que foi apresentada, primeiro pelo governo de Cavaco Silva e depois pelo governo PS/António Guterres, a política económica das privatizações e a convergência nominal prevista no Tratado de Maastricht.","305",NA
"E coincide com a década em que os fundos estruturais foram duplicados e que, ao abrigo do II QCA, se aplicaram largos milhões de contos nas pescas, agricultura, indústria e em infra-estruturas e formação profissional, cuja escassez de resultados em termos nacionais e sociais contrasta vivamente com os benefícios ilegítimos proporcionados às clientelas do poder.","304",NA
"O défice da balança comercial passou, entre 1993 e 1998, de 1500 milhões de contos para cerca de 2300 milhões de contos, continuando a balança de pagamentos equilibrada pelas receitas do turismo e por duas transferências de futuro incerto: remessas de emigrantes e fundos comunitários.","414",NA
"À debilidade da estrutura produtiva soma-se a crescente concentração e predomínio do sector financeiro, com os seus instrumentos e estruturas transformados em gigantesco aspirador da riqueza criada nos sectores produtivos.","415",NA
"São escandalosas as taxas de crescimento dos lucros da banca portuguesa.","415",NA
"Parte importante da estrutura produtiva de bens de consumo está também cada vez mais dependente da grande distribuição fortemente penetrada pelo capital estrangeiro.","415",NA
"Mantiveram-se, e em alguns casos agravaram-se, conhecidos défices estruturais do País, designadamente o alimentar, o energético, o tecnológico, e a qualificação dos recursos humanos.","408",NA
"Às vulnerabilidades económicas somam-se enormes fragilidades e problemas em serviços públicos com a importância da saúde,","504",NA
"da educação","506",NA
"e da segurança social,","504",NA
"no sistema da justiça, na máquina administrativa, anquilosada, burocrática e centralista do aparelho do Estado.","303",NA
"O Estado português, em virtude da aceleração da integração comunitária e de processos como as privatizações, perdeu importantes instrumentos de defesa dos interesses do povo português na esferas económica e social, ou está manietado na utilização de outros, como é o caso flagrante do Orçamento do Estado obrigado, pelo Pacto de Estabilidade, ao cumprimento estrito dos critérios de convergência nominal.","408",NA
"No ano em que a Revolução de Abril comemora um quarto de século é dramático, e sobretudo escandaloso, que Portugal seja a mais desigual das sociedades da União Europeia, como recentes dados estatísticos do EUROSTAT tornam a evidenciar.","503",NA
"Também grave, apesar das tentativas do Governo PS de escamotear o problema, é a permanência e mesmo a possibilidade admitida de se agravarem os desequilíbrios territoriais com todas as suas consequências, onde a sobrepopulação do Litoral, e em particular das Áreas Metropolitanas de Lisboa e do Porto, surge como o contraponto da desertificação do Interior e de vastas áreas rurais.","408",NA
"1.5. A razoável conjuntura económica que Portugal tem atravessado e os efeitos de algumas grandes obras públicas, não podem ser utilizadas para iludirem os grandes e graves problemas estruturais existentes e a consciência de estar a ser desperdiçada uma importante oportunidade para progredir no sentido da sua superação.","408",NA
"O reconhecimento de décadas de atraso acumulado, a valorização do trabalho e das capacidades dos portugueses e das potencialidades do País, não autoriza o recurso à prestidigitação estatística para escapar ao reconhecimento da enorme dimensão da precariedade laboral e do subemprego, a coberto do incerto ""êxito"" da taxa de desemprego,","408",NA
"nem permite passar ao lado da gravidade das assimetrias regionais e do significado do crescimento dos fenómenos da pobreza e da exclusão social.","503",NA
"A importância do Investimento Directo Estrangeiro para a nossa economia, não pode servir para ignorar os graves problemas provocados por investimentos que se inserem em propósitos hegemónicos ou que apresentam as características de um capital beduíno que está sempre pronto a levantar a tenda para outras paragens quando oportunidades mais imediatas e lucrativas lhe surgem.","403",NA
"As interdependências das economias e das vidas dos trabalhadores e dos povos nos dias de hoje, não podem de maneira alguma serem identificadas com uma economia vivendo sem agricultura, sem pescas e com alguns desvalorizados sectores industriais,","703",NA
"nem dispensam uma sólida base produtiva e económica nacional como suporte para a soberania, a identidade cultural e o futuro do país.","406",NA
"A adopção de medidas sociais orientadas para os mais destituídos de recursos, como o Rendimento Mínimo Garantido, decididas aliás com a iniciativa e a contribuição determinantes do PCP, não pode servir para absolver o governo do PS do prosseguimento de políticas que estão incessantemente a produzir mais desigualdades e mais pobreza e exclusão.","503",NA
"Nem o estabelecimento de mínimos sociais autoriza a violação e o abandono do quadro de direitos sociais tal como estão consagrados na Constituição, como é propósito explicitado pelo governo do PS no Plano Nacional de Desenvolvimento Económico e Social quando propõe o ""abandono gradual da concepção do Estado-Providência"" e a sua substituição de facto por um ""Estado mínimo"" de recorte assistencialista apenas para os mais pobres.","203",NA
"Frases sonantes e slogans de publicidade política, como ""transparência política"", ""proximidade dos eleitos e eleitores"", podem ser utilizadas pelo PS e pelos partidos da direita, para tentar justificar uma alteração do sistema eleitoral que salvaguarde o rotativismo centrado no PS ou no PSD face a significativas viragens eleitorais .","202",NA
"Mas não alteram as verdadeiras e reais causas do crescente desfavor, afastamento e indiferença dos cidadãos perante a actividade política:","202",NA
"promessas incumpridas,","202",NA
"a desigualdade dos cidadãos perante a justiça e o Estado,","503",NA
"o campear da corrupção e do nepotismo sem investigação nem castigo,","304",NA
"a democracia tantas vezes desvirtuada,","202",NA
"os cidadãos reduzidos a meros espectadores da política.","202",NA
"Os portugueses precisam de outra política.","305",NA
"Uma política de esquerda que só poderá ser construída com a participação e o reforço do PCP.","305",NA
"2. A ACÇÃO DO GOVERNO",NA,NA
"Nada nem ninguém impediu o PS e o Governo do eng. António Guterres de cumprirem os compromissos que assumiram perante os eleitores nas legislativas de 1995.","305",NA
"Pelo contrário, dispuseram de todas as condições políticas e parlamentares, económicas e sociais, para que se fosse esse o seu verdadeiro propósito o tivessem de facto concretizado.","305",NA
"Passados quatro anos, o capital de expectativa, de benefício da dúvida, que foi concedido por largos sectores do eleitorado em relação ao Governo do PS e ao Primeiro-Ministro, deu lugar a um alargado sentimento de frustração provocado pelo incumprimento de grande parte das promessas feitas.","305",NA
"E a principal e fundamental promessa não cumprida foi a de fazer uma política diferente, nos seus aspectos essenciais, da política dos governos PSD/Cavaco Silva.","305",NA
"Na hora da avaliação destes quatro anos de governação do PS, o que ressalta assim aos olhos de muitos portugueses, incluindo naturalmente de muitos socialistas, é que houve alternância no poder, mas que à mudança de protagonistas não correspondeu uma real alternativa nas principais políticas.","305",NA
"Recorde-se que foi logo após as eleições, que o PS e o Governo do eng. Guterres apresentaram um programa de governo assente em opções fundamentais de natureza neo-liberal e em que eram deixadas cair no esquecimento muitas das promessas anteriores, tendo dessa forma afastado expressamente quaisquer condições para o desenvolvimento de entendimentos preferenciais à esquerda e aberto o caminho, como se viria a comprovar ao longo de toda a legislatura, para alianças políticas e parlamentares à direita, com o PSD e o CDS/PP.","305",NA
"Mas não é só uma irrecusável evidência que durante estes quatro anos o PS prosseguiu no Governo os eixos essenciais da política antes desenvolvida pelos governos do PSD.","305",NA
"É ainda patente que em alguns domínios — como é o caso, entre outros, das privatizações e dos direitos dos trabalhadores — tomou mesmo a iniciativa de desferir golpes que o último Governo de Cavaco Silva, entretanto desgastado e enfraquecido, já não teve nem forças nem condições para concretizar.","305",NA
"Diferenças de estilo à parte, a prometida nova forma de fazer política caracterizou-se na realidade por toda uma panóplia de concepções e de procedimentos semelhantes, nos aspectos substanciais, às dos governos do PSD.","305",NA
"Por exemplo: a mesma ocupação do aparelho do Estado por critérios de compadrio político e partidário (os ""jobs for the boys"");","304",NA
"a profunda promiscuidade entre o poder político e o poder económico;","303",NA
"a invocação da opinião de meios financeiros internacionais como argumento de autoridade sobre a excelência da política do Governo;","303",NA
"a apresentação do partido do Governo como o ""único referencial de estabilidade""","305",NA
"e a qualificação das oposições como só ""sabendo dizer mal"", acompanhadas pela substituição formal da máxima cavaquista das ""forças de bloqueio"" pela das ""coligações negativas"" e pelo ressuscitar do famoso ""deixem-nos trabalhar"".","305",NA
"O Governo assumiu também uma postura claramente neocorporativa, procurando amarrar as estruturas sindicais a uma ""concertação estratégica"" dominada pelos objectivos e interesses do grande patronato e envolver e corresponsabilizar organizações sociais na aplicação das suas opções políticas.","701",NA
"A Assembleia da República foi ferida na sua dignidade, autonomia e atribuições, tanto em matérias de política interna (acordo extra-parlamentar PS/PSD de revisão constitucional, realização de um referendo sobrepondo-se à lei aprovada sobre a IVG, pressões na votação de Relatórios de Inquérito), como de política externa (guerra contra a Jugoslávia, novo conceito estratégico da NATO).","202",NA
"Continuaram a verificar-se graves situações de corrupção, envolvendo níveis elevados da Administração Pública, com a investigação e apuramento geridos em função dos interesses políticos e eleitorais do Governo.","304",NA
"É certo que, ao longo dos quatro anos de governação, medidas houve que procuraram corresponder a reclamações populares e a causas defendidas pelo PCP.","305",NA
"Por exemplo, a criação e implementação do Rendimento Mínimo Garantido,","503",NA
"o aumento (registado no último ano da legislatura) das pensões para uma parcela minoritária dos reformados abrangidos pelas pensões mínimas do regime geral,","503",NA
"o arranque do empreendimento do Alqueva,","408",NA
"a decisão de preservar as gravuras de Foz-Côa,","502",NA
"ou o voto a favor com a consequente aprovação parlamentar do projecto de lei do PCP para acabar com as listas de espera no Serviço Nacional de Saúde.","504",NA
"Mas no cômputo geral da acção do Governo, essas poucas medidas são a excepção que confirma a regra, apenas algumas ""preocupações sociais"" para tentar esbater o quadro das opções determinantes.","305",NA
"Quanto a estas, constitui uma evidência que a acção do Governo do PS foi particularmente marcada pela subordinação aos interesses dos grandes grupos económicos e pelos dogmas neoliberais que os sustentam:","305",NA
"primado do económico sobre o social,","503",NA
"privilégio do financeiro em detrimento do produtivo,","503",NA
"fundamentalismo na privatização de empresas e de serviços públicos,","413",NA
"liberalização e desregulamentação de mercados,","403",NA
"ofensiva contra os direitos sociais e dos trabalhadores.","701",NA
"Esta política ficou particularmente assinalada no prosseguimento das principais orientações e linhas de negociação da política comunitária levada a cabo pelos governos de Cavaco Silva em relação à revisão do Tratado de Maastricht (Amesterdão), ao avanço para a moeda única, ao Pacto de Estabilidade, à negociação dos fundos estruturais e à nova reforma da PAC da Agenda 2000.","305",NA
"Nunca como nos últimos anos e com este Governo do PS, foram tão estreitas e intricadas as relações entre o poder político e o poder económico e foi tão abertamente assumida uma política governamental de apoio aos grandes grupos económicos.","305",NA
"A muito prometida e proclamada consciência social de que o PS teria imbuído o seu Governo, foi substituída de facto por uma indesculpável insensibilidade.","305",NA
"As desigualdades sociais aumentaram nos últimos quatro anos, e o Governo do PS não avançou com uma política de reequilíbrio na distribuição da riqueza nacional, nomeadamente através de uma generalizada melhoria dos salários e da elevação das pensões que se situam nos níveis mais baixos.","503",NA
"Não levou à prática uma redução de acordo com o que seria possível de preços de bens e serviços com grande impacto na população portuguesa, como é o caso da energia eléctrica e os das chamadas telefónicas, sendo que no caso destas últimas permitiu mesmo que fossem aumentados os utentes residenciais.","412",NA
"Os trabalhadores foram os alvos sociais preferenciais da ""estratégia"" do Governo de privilegiar os interesses do grande patronato.","701",NA
"As investidas do Governo contra a dignificação e a valorização do trabalho estão espelhadas no apoio expresso ao patronato para o incumprimento do horário das 40 horas,","701",NA
"na lei da flexibilidade e da polivalência,","701",NA
"na rejeição da reposição da idade de reforma das mulheres aos 62 anos,","503",NA
"nas leis do trabalho a tempo parcial e do trabalho nocturno,","701",NA
"nas ameaças consubstanciadas nas propostas de lei de alteração do regime legal das férias e do conceito de retribuição,","701",NA
"no incumprimento governamental de compromissos assumidos na administração pública,","701",NA
"no aumento do trabalho precário e sem direitos.","701",NA
"E, diferentemente do que o Governo e o Primeiro-Ministro António Guterres pretendem fazer crer, o drama social do desemprego existe e persiste, mesmo quando se pretende encobrir a realidade com o regresso ""estatístico"" à actividade agrícola, entre 1995 e 1998, de 160. 000 cidadãos.","408",NA
"As muito prometidas ""reformas estruturais"", designadamente no âmbito do sistema fiscal, do financiamento da segurança social, da saúde e da justiça, foram um logro.","303",NA
"Nenhuma se concretizou porque o Governo do PS nuns casos não quis beliscar interesses ilegítimos instalados e noutros casos pretendeu diferir a adopção de medidas altamente impopulares para depois das legislativas.","304",NA
"Em matéria de saúde, o Governo, embora dando algumas respostas aos profissionais do sector, não travou a degradação do Serviço Nacional de Saúde e não deu solução aos principais problemas que se colocam na óptica dos utentes.","504",NA
"A promoção de um ensino público de qualidade e para todos, não constituiu de facto um objectivo fundamental deste Governo.","506",NA
"Apesar de ter disponibilizado mais recursos públicos, o Governo não alterou as opções fundamentais da política educativa nem resolveu os problemas estruturais do sector.","506",NA
"Apesar de ter ""eleito"" publicamente a droga como inimigo público número um, o Governo não desenvolveu uma política capaz de travar o avanço do consumo e do tráfico de droga.","605",NA
"De tal modo que só após quatro anos de indefinições, em fim de mandato, apresentou um documento de estratégia de combate à droga tentando escamotear as medidas que não tomou.","605",NA
"No sector da Justiça, o Governo beneficiou de todas as condições institucionais para a aprovação das leis de reforma orgânica e processual que propôs, muitas delas de sentido positivo.","303",NA
"Mas, o problema essencial da Justiça para os cidadãos é o facto de ela ser lenta, cara, e de se constatar a morosidade e ineficácia da investigação de grandes processos que atingem zonas do poder, como é o caso da investigação do ""caso Moderna"".","303",NA
"E, nesse plano, a acção do Governo deixou, no essencial, a situação na mesma, a par de uma inabilidade que alimentou as tensões entre diversos corpos de agentes da justiça.","303",NA
"Na área dos Serviços de Informações, ocorreu a mais grave e escandalosa situação no plano do funcionamento das instituições e da garantia dos direitos dos cidadãos.","202",NA
"Os serviços viveram praticamente toda a legislatura sem controlo, sem a plena fiscalização tal como a lei a prevê.","303",NA
"E foi nesta área que ocorreu um caso paradigmático da falta de sentido de Estado do Governo, com a acção irresponsável da tutela ministerial visando a direcção do SIEDM, que culminou na notória degradação das actividades de Informações para a Política Externa e de Defesa Nacional.","104",NA
"A política do Governo para as Forças Armadas foi lesiva da sua dignidade e papel, desmotivadora para os seus quadros e paralisante quanto ao funcionamento e cumprimento das suas missões essenciais.","104",NA
"Em matéria de política externa, o Governo subscreveu inteiramente todas as decisões que a NATO e/ou os Estados Unidos tomaram no plano da estratégia e das acções militares:","105",NA
"envolveu as Forças Armadas na operação da Bósnia;","105",NA
"cedeu a Base das Lages para novas agressões dos EUA contra o Iraque;","103",NA
"assumiu à sua responsabilidade a participação na Força de agressão à Jugoslávia, abandonando os necessários esforços de paz","106",NA
"e ajudando a descredibilizar a ONU;","107",NA
"subscreveu o novo conceito estratégico da NATO que admite acções fora da área NATO e sem mandato da ONU;","103",NA
"e participa nos esforços para dar à União Europeia uma vertente militar de poder agressivo.","103",NA
"Em 1995, com o seu voto, os eleitores portugueses manifestaram a vontade maioritária de uma ruptura com as políticas de direita, de uma mudança efectiva de políticas.","305",NA
"O Governo do PS defraudou as expectativas desses cidadãos, da maioria dos cidadãos portugueses:","305",NA
"em vez de inverter as políticas dos Governos do PSD, manteve a identidade essencial dessas políticas.","305",NA
"O Governo expressamente excluiu, pelas opções que assumiu, qualquer hipótese de entendimentos à esquerda na Assembleia da República e na sociedade, para realizar uma política de progresso e de justiça sociais.","305",NA
"Pelo contrário, o PS e o seu Governo fizeram, voluntariamente, uma escolha preferencial de aproximação à direita e com a direita, nos planos político, económico e social.","305",NA
"Decorridos quatro anos desde as últimas legislativas, não apenas se mantêm como em muitos casos se agravaram problemas básicos do povo e do país, que se prendem com as condições de vida e de trabalho de muitos portugueses,","503",NA
"com o desemprego e o subemprego,","503",NA
"com as injustiças sociais,","503",NA
"com as crescentes desigualdades na repartição do rendimento nacional,","503",NA
"com dificuldades e desequilíbrios na esfera produtiva","408",NA
"e na economia real, com assimetrias regionais.","408",NA
"Mas um facto ficou suficientemente comprovado: a persistência dos principais problemas com que a sociedade portuguesa está confrontada e a frustração suscitada pela experiência governativa do PS nestes quatro anos não resulta do insucesso de uma política de esquerda: assenta no renovado fracasso da aposta numa política de direita.","305",NA
"3. GRANDES LINHAS PARA UMA POLÍTICA DE ESQUERDA",NA,NA
"O PCP propõe ao povo português um conjunto de doze grandes objectivos que, tendo como horizonte temporal a próxima legislatura, consubstanciam as traves mestras de uma necessária política de esquerda para Portugal.","305",NA
"São esses objectivos:",NA,NA
"1º Promover o desenvolvimento económico e social",NA,NA
"Para o PCP, o desenvolvimento económico deve ter como orientação e objectivo centrais a satisfação das necessidades materiais e imateriais dos cidadãos.","504",NA
"E colocar como prioridades:","504",NA
"o crescimento económico acelerado e sustentado;","408",NA
"uma economia com um perfil produtivo valorizado,","403",NA
"regionalmente equilibrada","403",NA
"e preservadora dos recursos ambientais;","501",NA
"o aumento do emprego estável e com direitos;","701",NA
"uma mais equitativa repartição da riqueza criada.","503",NA
"Ao modelo neoliberal (sacralização do mercado e o domínio e papel estruturante dos grupos monopolistas), o PCP contrapõe como alternativa um projecto democrático, social e participado que tem como objectivo a concretização da coesão e convergência real no espaço económico onde nos inserimos.","403",NA
"Um projecto que permita aos trabalhadores e a outras camadas laboriosas da população beneficiar dos avanços da ciência, da técnica, e da cultura, associando a modernização e a utilização das novas tecnologias como elemento de combate ao desemprego e às desigualdades e exclusão sociais.","411",NA
"No quadro de uma economia mista, o PCP advoga o fim imediato do processo de privatizações que atinge sectores básicos e estratégicos, serviços públicos e funções do Estado, assumindo este uma posição reforçada para garantir o papel e a responsabilidade que lhe competem na defesa, dinamização e controlo dum sector público forte, dinâmico e modernizado, com um papel determinante nos sectores básicos e estratégicos.","413",NA
"Assim, impede-se a transferência da decisão e soberania económica nacionais para o estrangeiro, e garante-se a prestação de serviços públicos necessários para melhorar as condições de vida dos portugueses.","413",NA
"A nova política económica que o PCP defende a actividade produtiva,","403",NA
"promove e incentiva a produção nacional","402",NA
"e valoriza o papel das micro, pequenas e médias empresas, privilegiando-as no acesso aos fundos comunitários e a outros incentivos.","403",NA
"2º Assegurar o direito ao ambiente e à qualidade de vida",NA,NA
"Para o PCP, o desenvolvimento deve igualmente ser encarado como um processo sustentado e de longo prazo, que tenha o ambiente e a qualidade de vida como preocupações essenciais.","501",NA
"A responsabilidade nesta matéria deve ser partilhada pelos cidadãos, autarquias locais, regiões autónomas e as mais diversas entidades públicas e privadas.","202",NA
"Mas tem sobretudo que envolver o Estado e a Administração Central que não se podem refugiar em políticas ditas de descentralização ou parceria para se demitirem da sua responsabilidade","303",NA
"ou para entregarem aos sectores privados o real controlo das decisões.","413",NA
"O Governo, em especial, não pode fugir às suas responsabilidades específicas e centrais na política de ambiente.","501",NA
"E hoje é responsável pela sua política dentro das fronteiras, mas também pelo seu empenho na União Europeia e nas instâncias internacionais.","108",NA
"É aí, com efeito, que são tomadas algumas das orientações estratégicas em matéria ambiental.","108",NA
"O PCP propõe, assim, uma radical mudança de orientação, em que a defesa e preservação do ambiente e dos recursos naturais","501",NA
"e a racionalidade da ordenação e ocupação do território sejam parte integrante da política de desenvolvimento.","504",NA
"3º Promover o trabalho com direitos e o emprego de qualidade",NA,NA
"Uma política de esquerda coloca como questão incontornável a defesa, efectivação e promoção do trabalho e do emprego com direitos, base essencial do desenvolvimento e justiça social.","503",NA
"O PCP propõe e bate-se por uma política assente na promoção do emprego com estabilidade e com direitos,","503",NA
"no crescimento dos salários reais que garanta o aumento do peso da massa salarial no rendimento nacional,","503",NA
"na crescente e faseada valorização do salário mínimo nacional.","503",NA
"O PCP considera essencial a redução progressiva do horário semanal de trabalho sem redução do salário,","701",NA
"o abandono do pacote laboral do governo PS,","701",NA
"a paragem dos processos de desregulamentação das relações laborais","701",NA
"e o combate à generalização dos vínculos precários transformando-os em situações de excepção e de recurso fundamentado.","701",NA
"Uma política social e laboral pressupõe a efectivação dos direitos colectivos designadamente de negociação e contratação colectiva,","701",NA
"assegurar e reconhecer a liberdade sindical e os direitos das Comissões de Trabalhadores,","701",NA
"dar conteúdo efectivo ao direito de participação na elaboração da legislação laboral","202",NA
"e respeitar o direito de greve conforme a Constituição da República o consagra;","203",NA
"uma maior justiça nas situações de sinistralidade do trabalho e de doenças profissionais,","503",NA
"no combate ao trabalho infantil e das discriminações a que são sujeitos os jovens e as mulheres nos locais de trabalho;","503",NA
"uma política de formação profissional conducente à realização dos trabalhadores no activo e dos jovens trabalhadores,","701",NA
"tomando a iniciativa e apoiando todas as medidas que promovam a formação qualificada.","411",NA
"A defesa dos direitos das mulheres trabalhadoras impõem a concretização de um conjunto de medidas específicas que penalizem práticas discriminatórias,","503",NA
"combatam estereótipos sociais que lhes restringem domínios profissionais e facilitem o acesso à formação profissional, como forma de ultrapassar barreiras entre a formação escolar e as funções que desempenham na vida activa.","503",NA
"4º Reformar o sistema fiscal no sentido de maior justiça tributária, eficácia e eficiência",NA,NA
"O nível de fiscalidade em Portugal é dos mais baixos dos países da União Europeia.","503",NA
"Simultaneamente, a carga fiscal é demasiado pesada para inúmeros cidadãos que pagam impostos.","503",NA
"Porque a repartição da carga fiscal é profundamente iníqua,","503",NA
