"text","cmp_code","eu_code"
"Um ambiente favorável à mobilidade social,","503",NA
"à poupança,","414",NA
"ao investimento e à criação de emprego.","701",NA
"2. Aproveitar as oportunidades oferecidas pelo quadro europeu",NA,NA
"Depois de um período em que conseguimos tirar partido da vantagem de participar na União Europeia, o abrandamento do crescimento e a forma errática como foi conduzida a política económica quase transformaram a participação no espaço Europeu num travão.","108",NA
"A nossa participação na União Europeia não está a ser utilizada como a alavanca e a fonte de oportunidades que pode ser.","108",NA
"O actual enquadramento europeu fornece uma oportunidade única, que Portugal não pode perder.","108",NA
"Esta oportunidade desenvolve-se em três planos:","108",NA
"• A estratégia europeia de transição para uma economia baseada no conhecimento -","411","108"
"a chamada Estratégia de Lisboa -","411","108"
"foi convertida numa agenda europeia com cerca de cem instrumentos operacionais e vai passar à sua próxima fase, com prioridade para a implementação ao nível nacional e local.","411","108"
"Prevê-se que Portugal, assim como todos os outros Estados-membros, seja convidado, já em Março de 2005, a preparar o seu programa operacional de implementação da Estratégia de Lisboa, cobrindo quatro áreas: conhecimento, empresarial, social e ambiental.","411","108"
"• O Pacto de Estabilidade e Crescimento vai ser objecto de uma reforma que, mantendo as referências dos 60% para a dívida pública e dos 3% para o défice público, deverá dar mais ênfase à sustentabilidade a prazo da dívida pública","414","108"
"e incitar os Estadosmembros a melhorar a qualidade das suas finanças públicas, reorientando a despesa e os investimentos.","414","108"
"• Está em curso a discussão sobre as novas perspectivas financeiras da União Europeia, de que decorrerá a negociação do novo Quadro Comunitário de Apoio para Portugal, processo que está a ser norteado pelos objectivos da Estratégia de Lisboa.","402","108"
"O Governo PSD/PP deixou-se atrasar no que respeita à Agenda de Lisboa;","411",NA
"não tem posição sobre a reforma do Pacto de Estabilidade e Crescimento;","410",NA
"não se lhe conhece a estratégia relativamente à negociação do próximo QCA.","402","108"
"Pelo contrário, o Governo PS irá tirar partido destas oportunidades, para promover o crescimento","410",NA
"e a modernização da economia portuguesa.","411",NA
"II. Um Plano Tecnológico para uma agenda de crescimento",NA,NA
"A fraca competitividade e a baixa produtividade estão na raiz do baixo crescimento da economia portuguesa.","410",NA
"Em vez de melhorarmos, temos descido nos rankings internacionais.","410",NA
"O problema da falta de competitividade nacional tem de ser atacado em duas frentes simultaneamente:","410",NA
"• Através do aumento da produtividade","410",NA
"e da produção de bens e serviços com mais valor, por parte do aparelho produtivo já instalado;","410",NA
"• Através da criação de novas unidades empresariais","410",NA
"e da instalação de novas competências de maior valor acrescentado.","410",NA
"Só através destes processos poderemos elevar os rendimentos","410",NA
"e criar empregos de qualidade, de forma a aproximarmo-nos dos países mais desenvolvidos da União Europeia.","410",NA
"A chave da competitividade da economia portuguesa chama-se inovação.","411",NA
"Inovação de processos,","411",NA
"inovação de produtos e serviços,","411",NA
"inovação tecnológica","411",NA
"e inovação na organização e na gestão.","411",NA
"A inovação, ao transformar conhecimento em valor acrescentado, permite acelerar a transição para uma economia baseada no conhecimento,","411",NA
"processo que tem estado na base dos casos nacionais de rápido crescimento económico.","411",NA
"Para isso, é preciso combinar política de inovação, com políticas ambiciosas para a sociedade da informação,","411",NA
"a ciência e a tecnologia,","411",NA
"e a qualificação das pessoas.","411",NA
"1. Mobilizar Portugal para a Sociedade da Informação",NA,NA
"A generalização do acesso à Internet e às tecnologias de informação e comunicação (TIC) é um elemento crítico da proposta do PS para o desenvolvimento da sociedade portuguesa.","411",NA
"Conjuntamente com o apoio à inovação, nas suas diversas vertentes,","411",NA
"e com a prioridade dada ao desenvolvimento do capital humano,","411",NA
"a aposta nas TIC irá permitir a aproximação à fronteira tecnológica dos países mais avançados.","411",NA
"O nosso atraso em termos de utilização de TIC penaliza negativamente o nosso índice de competitividade geral.","411",NA
"Apontamos como principais objectivos para a próxima legislatura:","411",NA
"• A generalização do uso efectivo da Internet nas actividades educativas;","411",NA
"• A generalização a todo o território do acesso à banda larga, a preços idênticos aos dos países mais desenvolvidos da União Europeia;","411",NA
"• O lançamento do cartão comum do cidadão;","303",NA
"• A introdução progressiva do princípio do balcão único nas relações do Estado com os cidadãos e as empresas:","303",NA
"competirá ao serviço público apropriado (e não ao utilizador) obter de outros serviços públicos os documentos e informações eventualmente necessários.","303",NA
"A desarticulação do esforço continuado de promoção do uso da Internet nas escolas","411",NA
"e a diluição ou abandono do esforço público de suporte a bibliotecas e associações tiveram um impacto negativo na mobilização social para a sociedade da informação em Portugal.","502",NA
"É necessário, portanto, alargar o âmbito de intervenção, voltar a mobilizar uma base social de apoio alargada,","411",NA
"estimular o investimento público","402",NA
"e mobilizar o investimento privado nesta área.","401",NA
"Importa consolidar iniciativas em curso (e.g. transacções electrónicas, cidades e regiões digitais, conteúdos digitais, campus virtuais),","411",NA
"preencher lacunas (e.g. acesso e utilização da Internet em todas as escolas;","411",NA
"partilha de conhecimento e adopção de licenças CC creative commons;","411",NA
"democracia electrónica;","411",NA
"promoção de sistemas operativos não proprietários open source sempre que apropriado;","411",NA
"combate à fraude;","304",NA
"reforço da privacidade, segurança e fiabilidade;","201",NA
"planeamento estratégico dos sistemas de informação na Administração Pública e nas PME)","411",NA
"e promover a inovação e a criação de novas actividades em áreas de desenvolvimento estratégico (nomeadamente em computação distribuída Grid, visualização de informação e redes P2P).","411",NA
"Abrir os mercados públicos de telecomunicações","403",NA
"e garantir a independência da entidade reguladora do sector são ainda condições prioritárias para estimular a concorrência e permitir um desenvolvimento mais rápido e sustentado neste domínio.","403",NA
"No que respeita à consolidação dos processos em curso, são prioridades:","411",NA
"• O apoio continuado aos projectos cidades e regiões digitais,","411",NA
"passando de um agregado de projectos locais e regionais para uma nova dimensão, “Portugal Digital”,","411",NA
"sustentada em desafios comuns às cidades e regiões digitais actuais ou em desenvolvimento, nomeadamente em aplicações com fortes economias de rede, como o funcionamento inter-modal dos transportes ou a tele-medicina;","411",NA
"• Regulação e clarificação das transacções electrónicas, cuja generalização será promovida,","403",NA
"completando-se ainda, de forma adequada, os dispositivos legais que regulam o comércio electrónico;","403",NA
"• Reforço de projectos de conteúdos digitais,","411",NA
"lançamento de iniciativas nacionais em domínios emergentes","411",NA
"e estímulo ao desenvolvimento de campus virtuais;","402",NA
"• Desenvolvimento e difusão de ferramentas de tratamento computacional da língua portuguesa, designadamente em parcerias público-privado;","411",NA
"• Reforço da divulgação de boas práticas e do sistema de monitorização dos progressos realizados no domínio do uso social das tecnologias de informação e comunicação em Portugal, designadamente no âmbito do benchmarking internacional requerido pela Estratégia de Lisboa;","411",NA
"• Avaliação independente, regular e transparente dos sistemas de informação da Administração e dos serviços públicos;","303",NA
"• Promoção do desenvolvimento e uso de TIC por cidadãos com necessidades especiais.","503",NA
"2. Imprimir um novo impulso à inovação",NA,NA
"Apesar de termos conseguido, entre 1995 e 2001, o maior crescimento da União Europeia em Investigação e Desenvolvimento (I&D), o atraso português é ainda enorme.","411",NA
"Apontamos como principais metas para a próxima legislatura:","411",NA
"• Viabilizar a criação de 200 novas empresas de base tecnológica;","411",NA
"• Duplicar os fundos de capital de risco para apoiar o lançamento de projectos inovadores;","411",NA
"• Criar um programa que disponibilize às PME jovens quadros no campo da gestão e da inovação;","411",NA
"• Repor um sistema de incentivos fiscais à I&D empresarial.","402",NA
"• Introduzir o empreendorismo como matéria obrigatória do ensino, à semelhança do que sucede nos países mais avançados;","411",NA
"• Ao nível da gestão de topo, criar condições para que pelo menos um curso pósgraduado de gestão (MBA) venha a estar entre os 100 melhores do mundo;","411",NA
"• Apoiar mais activamente a captação de Investimento Directo Estrangeiro (IDE) de base tecnológica","411",NA
"e reduzir drasticamente os entraves burocráticos.","411",NA
"Na última metade da década de noventa duplicou em Portugal o número de empresas com actividades de I&D.","411",NA
"Estas empresas já não competem internacionalmente com base em salários baixos, mas com recursos humanos qualificados, I&D e inovação, marketing, design, formação e qualidade, cooperando com instituições de C&T.","411",NA
"A nossa aposta é tornar possível que este modelo económico emergente, este novo Portugal Inovador, se torne o modelo dominante, a partir do qual se sustente um novo ciclo de crescimento económico.","411",NA
"A crise dos últimos anos dificultou a valorização dos resultados de muitos projectos de I&D empresarial.","411",NA
"O relançamento do crescimento económico será potenciado por políticas que ajudem o sucesso no mercado de produtos e serviços inovadores:","411",NA
"• “Via Verde” para produtos inovadores -","402",NA
"canal de decisão rápida na Administração Pública para licenciamentos ou apoios aos investimentos;","402",NA
"• Etiqueta “Inovação XXI”, atribuída anualmente aos produtos inovadores lançados no mercado, para visibilidade e apoio de marketing;","411",NA
"• Revisão da presente legislação, quando dificulte o desenvolvimento de novas indústrias em Portugal","402",NA
"e o acesso aos mercados públicos de novos produtos;","402",NA
"• Aprovação de normativos que dinamizem o crescimento da procura de produtos inovadores, sem aumento da despesa pública;","402",NA
"• Apoio à participação dos produtos inovadores em feiras tecnológicas internacionais de referência;","411",NA
"• Relançamento da política de cooperação internacional com outros continentes, nomeadamente ao encontro da Ásia;","107",NA
"• Simplificação dos mecanismos de apoio à criação de empresas de base tecnológica","402",NA
"e criação de uma oferta de “capital semente”, a ser gerido pela Agência de Inovação.","402",NA
"Com uma dotação inicial de 30 milhões de euros, será viabilizada a criação de 200 novas empresas de base tecnológica, as quais contarão com apoio especializado à gestão na fase de arranque.","402",NA
"O IDE continuará a ser um dos principais veículos de difusão da tecnologia.","411",NA
"O alargamento da União Europeia aos países do Leste europeu veio aumentar a concorrência na captação do investimento estrangeiro.","411",NA
"Todavia, o desenvolvimento da capacidade de Ciência e Tecnologia (C&T) do nosso País e uma nova geração de empresas inovadoras, possibilitam uma estratégia mais activa baseada nestas novas vantagens.","411",NA
"Será organizada uma rede de vigilância tecnológica e de detecção de oportunidades de investimento,","411",NA
"coordenada e dinamizada pela Agência Portuguesa para o Investimento e pela Agência de Inovação.","411",NA
"Uma nova política de cooperação irá dar prioridade à abordagem de empresas ainda não presentes no mercado europeu, para quem o País possa ser uma plataforma de penetração competitiva.","411",NA
"Muitas das empresas que tiverem sucesso na comercialização dos produtos que desenvolveram irão juntar-se às que já integram a I&D e a Inovação como dimensão central das suas estratégias e intensificarão os seus investimentos em I&D.","411",NA
"Para tanto, o Estado disponibilizará apoios apropriados:","411",NA
"• Reposição de um sistema de incentivos fiscais à I&D empresarial;","402",NA
"• Reorientação dos incentivos financeiros às empresas, focalizando-os no apoio à inovação;","402",NA
"• Estímulo ao desenvolvimento de fundos sectoriais para financiamento da I&D, constituídos por contributos das empresas dos sectores da economia com mais elevado grau de concentração,","402",NA
"de forma a que a intensidade de investimento em I&D possa convergir com a dos congéneres europeus mais avançados;","402",NA
"• Criação de um fundo para o desenvolvimento C&T,","402",NA
"dirigido a todo o sistema científico e tecnológico,","402",NA
"englobando fundos sectoriais,","402",NA
"retorno de empréstimos reembolsáveis e eventualmente reforçado pelo Banco Europeu de Investimento;","402",NA
"• Apoio à profissionalização da gestão da inovação nas empresas,","411",NA
"sensibilizando gestores e quadros para o lugar da I&D e da inovação na estratégia das empresas;","411",NA
"• Introduzir mecanismos nas Universidades e Laboratórios que premeiem a participação dos investigadores nos resultados e melhorem a sua mobilidade;","411",NA
"• Nas contrapartidas das grandes compras públicas, afectar pelo menos 20% do valor das contrapartidas a projectos de I&D e inovação;","402",NA
"• Promover projectos orientados para o desenvolvimento e endogeneização de novas tecnologias emergentes.","411",NA
"Estas iniciativas de grupos de empresas poderão levar à criação de laboratórios e de redes de investigação cooperativos e ao reforço da nossa participação no Programa Quadro de I&D da União Europeia;","411",NA
"• Estimular programas orientados para a resolução de problemas de interesse público.","411",NA
"O Estado encomendará serviços de investigação e desenvolvimento,","411",NA
"com vista a encontrar soluções mais económicas e eficientes para problemas relevantes para a sociedade e a melhoria da qualidade de vida.","411",NA
"A articulação das linhas de investigação no âmbito de cada Ministério num plano tecnológico coerente terá expressão nas Grandes Opções do Plano,","411",NA
"que indicarão ainda as principais missões dos Laboratórios de Estado e outras instituições;","411",NA
"• Racionalizar e reforçar a rede nacional de apoio à inovação","411",NA
"e promover a emergência de centros de recursos em conhecimento por áreas de especialidade.","411",NA
"Propomo-nos continuar a alargar o número de empresas com actividades de I&D.","411",NA
"Os programas de apoio à investigação em consórcio","411",NA
"e à colocação de mestres e doutores nas empresas continuarão a desempenhar um papel-chave.","411",NA
"Será reintroduzida a prática do acompanhamento sistemático dos projectos.","411",NA
"Os centros de valorização de resultados da I&D, já existentes junto da maioria das instituições de investigação, serão articulados em rede para consultoria e formação especializada.","411",NA
"3. Vencer o atraso científico e tecnológico",NA,NA
"O desenvolvimento científico dos países é o melhor garante do enraizamento de uma cultura exigente de avaliação e de qualidade,","411",NA
"que queremos ver generalizada a todos os sectores da vida nacional.","411",NA
"Vencer o atraso científico é hoje condição imprescindível para o nosso progresso económico e social.","411",NA
"Mobilizaremos e convocaremos o País,","411",NA
"integraremos todas as reservas de competência para uma ética do rigor e do saber, do estudo e do trabalho.","411",NA
"Em percentagem do PIB, Portugal despende em I&D menos de metade da média europeia (0.8% contra 0.9%).","411",NA
"O número de investigadores em Portugal representa pouco mais de metade da média europeia, em permilagem da população activa (3,4 contra 5,5).","411",NA
"Esta desproporção torna-se ainda mais gritante quando posta em confronto com a dinâmica de crescimento noutros países e com as metas europeias para 2010 (3% do PIB em investigação e 8 investigadores por mil activos).","411",NA
"O financiamento total da I&D por habitante representa em Portugal apenas 39% da média da Europa a 25: 436 euros de média europeia contra 171 euros por ano em Portugal.","411",NA
"Quarenta e sete cêntimos por dia e por habitante!","411",NA
"A meta europeia de atingir 3% do PIB em investimento em I&D visa 2% do PIB a ser executado por empresas e 1% pelo sector público.","411",NA
"Muitos países europeus já atingiram ou ultrapassaram esse valor do investimento público.","411",NA
"Mas em Portugal, o sector público investe apenas 0,55% do PIB em I&D.","411",NA
"Pior ainda:","411",NA
"após seis anos de crescimento dos orçamentos de Estado em Ciência e Tecnologia (entre 1996 e 2002), fazendo com que progredíssemos mais rapidamente na União Europeia, a política dos últimos anos foi de retrocesso,","411",NA
"pondo a Ciência nacional em situação de emergência, e encorajando a emigração dos mais novos.","411",NA
"Não admitiremos mais nenhum retrocesso nesta matéria crucial para a nossa modernização.","411",NA
"Reformaremos a estrutura da despesa pública","303",NA
"e o sistema de incentivos,","402",NA
"orientando-os para objectivos de crescimento","411",NA
"e especialmente para o reforço do desenvolvimento científico e tecnológico e da inovação.","411",NA
"A nossa meta é duplicar a capacidade científica e tecnológica do País,","411",NA
"reforçando decisivamente a capacidade da economia e da sociedade portuguesa.","411",NA
"Assim, assumimos como principais metas para a próxima legislatura:","411",NA
"• Triplicar o esforço privado em I&D empresarial (que hoje não ultrapassa 0, 26% do PIB), criando as condições de estímulo necessárias;","411",NA
"• Triplicar o número de patentes registadas;","411",NA
"• Duplicar o investimento público em I&D, de forma a que atinja 1% do PIB;","411",NA
"• Fazer crescer em 50% os recursos humanos em I&D e a produção científica referenciada internacionalmente.","411",NA
"Fazer crescer para 1500 por ano o número de doutoramentos em Portugal e no estrangeiro;","411",NA
"• Estimular o emprego científico no sector público e privado.","411",NA
"O Estado promoverá a criação e o preenchimento progressivo, de forma competitiva, de 1000 lugares adicionais para I&D,","411",NA
"por contrapartida da extinção do número necessário de lugares menos qualificados noutros sectores da Administração;","411",NA
