"text","cmp_code","eu_code"
"Os trabalhadores, o povo e o País encontram-se sujeitos a um inaceitável ultimato político e chantagem para que aceitem uma brutal regressão económica e social!","110",NA
"A União Europeia, assumindo as concepções e políticas do FMI e revelando a sua natureza de domínio económico e político ao serviço do grande capital, procura salvaguardar os interesses do capital financeiro, das grandes potências e dos seus bancos, recusando intervir para travar a especulação, com as consequências devastadoras já visíveis na Grécia e na Irlanda(recessão, aumento das taxas de juro, do desemprego e das injustiças).","110",NA
"As medidas impostas por PS e PSD e CDS, em sucessivos PEC e Orçamentos do Estado, longe de conterem a especulação ou de «acalmarem os mercados»,são, ao inverso, pelo seu efeito recessivo, um factor de agravamento das taxas de juro cobradas, numa espiral especulativa que nunca parará enquanto o chantageado ceder ao chantagista.","403",NA
"Contrariando o que disse repetidamente, o Governo acabou por solicitar a intervenção do FMI, cedendo à pressão – externa e interna – e à exigência da banca nacional que, recebendo vultuosos apoios e benefícios públicos – ao mesmo tempo que penalizou fortemente os sectores produtivos e as pequenas empresas – procura continuar a lucrar com a especulação financeira.","403",NA
"Facilitando a tarefa do Governo e do FMI, pode dizer-se que PS, PSD e CDS subscrevem um programa eleitoral comum:","110",NA
"o PEC IV ampliado e agravado, aceitando a imposição externa de um Programa económico e social que tinha sido rejeitado na Assembleia da República.","110",NA
"Perspectivam-se já, para o programa da intervenção externa,","110",NA
"novos apoios ao sector financeiro","408",NA
"e ao grande capital nacional e estrangeiro, com a entrega directa de uma grossa fatia do empréstimo a contrair,","408",NA
"e a perspectiva de se apossarem, através de um vasto programa de privatizações, do que ainda resta dos sectores estratégicos e dos recursos do País.","413",NA
"O PCP não abdica da independência e soberania nacionais,","109",NA
"recusa uma política de austeridade para os trabalhadores e o povo, e de enriquecimentodos capitalistas.","415",NA
"O País precisa de uma política alternativa, orientada para o desenvolvimento e crescimento económico,","409",NA
"recusando a recessão,","409",NA
"o desemprego massivo,","409",NA
"o aumento das desigualdades e o empobrecimento dos portugueses.","503",NA
"1.3 Uma resposta urgente e diferente: a renegociação da dívida",NA,NA
"Face à situação insustentável que está criada, e aos seus possíveis desenvolvimentos nos próximos tempos, o PCP considera que o Estado português deverá assumir, em ruptura com a actual política, as seguintesposições:","408",NA
"A renegociação imediata da dívida pública portuguesa – com a reavaliação dos prazos, das taxas de juro e dos montantes a pagar –","408",NA
"no sentido de aliviar o Estado do peso e do esforço do serviço da dívida,","408",NA
"canalizando recursos para a promoção do investimento produtivo,","409",NA
"a criação de emprego e outras necessidades do país.","409",NA
"Esta decisão, condicionando desde já o pagamento de parte dos compromissos de curto prazo da dívida pública e a tomada de outras medidas – por exemplo, a transformação de créditos externos de entidades públicas, expressos em obrigações e títulos de dívida de longo prazo, em títulos portugueses – permitiria responder às preocupações com as dificuldades de financiamento/liquidez imediatas do Estado!","408",NA
"A intervenção junto de outros países que enfrentam problemas similares da dívida pública – Grécia, Irlanda, Espanha, Itália, Bélgica, etc.–, visando uma acção convergente para barrar a actual espiral especulativa,","408",NA
"a par da adopção de medidas que libertem os países visados das inaceitáveis imposições e políticas da União Económica e Monetária e do Banco Central Europeu, da Governação Económica e do Pacto para o Euro Mais,","110",NA
"e visem o crescimento económico, a criação de emprego e a melhoria dos salários.","410",NA
"A diversificação das fontes de financiamento, retomando uma política activa de emissão de Certificados de Aforro e do Tesouro e de outros instrumentos vocacionados para a captação de poupança nacional,","414",NA
"bem como o desenvolvimento de relações bilaterais, encontrando formas mais vantajosas de financiamento.","408",NA
"Uma política de diversificação também das relações comerciais, mutuamente vantajosas, com outros países, designadamente de África, Ásia eAmérica Latina.","408",NA
"2. Portugal a produzir, mais crescimento económico, mais emprego",NA,NA
"Rompendo com uma política vinculada aos interesses dos grupos económicos e financeiros, o PCP entende que a política económica deverá afirmar o valor estratégico da produção nacional e aproveitar as potencialidades do País,","410",NA
"para garantir um crescimento económico sustentável,","416",NA
"a criação de emprego,","409",NA
"o combate à dependência e ao endividamento externos,","409",NA
"a redução e eliminação dos défices estruturais, no plano alimentar, energético, industrial etecnológico,","409",NA
"e a afirmação de uma via soberana de desenvolvimento.","410",NA
"A aposta na produção nacional e no crescimento económico é também a via mais rápida e duradoura para aumentar as receitas do Estado, e travar e diminuir o endividamento externo.","410",NA
"Neste quadro, a par da reconsideração do enquadramento comunitário da economia portuguesa,","110",NA
"de uma gestão orçamental liberta do PEC,","409",NA
"da sustentabilidade das contas públicas no médio e longo prazos","409",NA
"e da urgente reestruturação da nossa dívida externa,","409",NA
"é necessário recuperar os principais instrumentos de soberania económica.","409",NA
"O PCP propõe uma política de defesa e promoção da produção nacional, comum programa de industrialização do País,","410",NA
"potenciando todos os recursos nacionais,","410",NA
"que tenha como eixos essenciais:-Reforço do investimento público, voltado para a indústria,","409",NA
"a agricultura e as pescas,","703",NA
"para a criação e recuperação de infra-estruturasnecessárias à produção,","410",NA
"bem como para a rede de transportes e logística;","411",NA
"uma política que aposte na substituição de importações por produção nacional,","410",NA
"a par do desenvolvimento das exportações, num quadro de alargamento ediversificação de relações externas;","410",NA
"que, no campo das regras comerciais ao nível comunitário adopte medidas, mesmo que transitórias, de apoio aos produtos exportados e de penalização das importações.","409",NA
"-Aproveitamento integrado de todos os recursos nacionais, com políticas que: (i) concretizando medidas de combate ao desemprego,","409",NA
"ao trabalho precário,","701",NA
"à desvalorização dos salários,","701",NA
"à desregulação dos horários de trabalho,","701",NA
"promovam o aproveitamento do mais importante potencial nacional –a capacidade criativa e produtiva de milhões de trabalhadores;","410",NA
"(ii) fomentemos importantes recursos naturais do subsolo e energéticos, agrícolas eflorestais, os recursos do mar,","703",NA
"assim como de toda capacidade produtiva ainda instalada no nosso País – designadamente no plano industrial.","410",NA
"-Defesa e reconstituição de um forte e dinâmico Sector Empresarial do Estado,","413",NA
"recuperando para o sector público sectores básicos e estratégicos da nossa economia, designadamente na banca, na energia, nas telecomunicações e transportes,","413",NA
"dinamizando outros importantes sectores que estão hoje ou profundamente fragilizados ou sujeitos a lógicas financeiras de curto prazo, oumesmo abandonados,","413",NA
"e a afirmação do Planeamento Económico, tal como a Constituição da República prevê, indispensável para reestruturar o tecido produtivo.","404",NA
"-Uma forte aposta nas micro, pequenas e médias empresas (MPME) e a dinamização e defesa do mercado interno,","402",NA
"pela melhoria do poder de compra dos trabalhadores e reformados, através de uma adequada política de apoio ao investimento, com pleno recurso ao QREN, PRODER e PROMAR","409",NA
"e a alteração urgente das regras das comparticipações nacionais para projectos financiados com fundos comunitários (garantindo uma redução significativa destas contrapartidas),","402",NA
"com mercados libertos da asfixia e da predação dos sectores monopolistas de bens e serviços não transaccionáveis (crédito, seguros, energia, telecomunicações, grande distribuição, portagens, etc.),","403",NA
"garantindo preços dos factores de produção que assegurem a competitividade da produção nacional.","412",NA
"3. Direitos sociais e laborais",NA,NA
"3.1 Direitos dos trabalhadores",NA,NA
"O desemprego é hoje um dos mais graves problemas nacionais, atingindo mais de 800 mil trabalhadores, situação que se agravará se forem aplicadas as medidas previstas pelo PEC IV e preconizadas pelo FMI, com o apoio de PS,PSD e CDS.","701",NA
"No  quadro  da  ofensiva  para  tornar  ainda  mais  injusta  a  apropriação  pelo grande  capital  da  riqueza  produzida,  a  política  de  direita  procura  transformar o  preço  da  força  de  trabalho  – o  salário  – na  única  variável  de  ajustamento  da economia portuguesa.","409",NA
"O desemprego é, assim, o mais poderoso factor de pressão para a baixa dos salários e a liquidação de direitos,","701",NA
"potenciado ainda pela restrição do acesso ao subsídio de desemprego e social de desemprego|,","504",NA
"aplicada pelo Governo com o apoio explícito ou implícito do PSD e do CDS, deixando centenas de milhares de trabalhadores desempregados sem apoio","504",NA
"e condicionando a aceitação de salários cada vez mais baixos.","701",NA
"No mesmo sentido da baixa dos salários e do aumento da exploração, prossegue o ataque à legislação laboral, já praticado com o Código de Trabalho PSD/CDS, e a sua revisão para pior pelo PS, que avança agora para nova etapa, a partir do PEC IV, direccionada para a facilitação dos despedimentos – no processo e na redução drástica das indemnizações devidas aos trabalhadores – para o ataque à contratação colectiva e à acção dos sindicatos na negociação e para a degradação dos direitos em matéria de horários e mobilidade.","701",NA
"Em simultâneo, aumenta a precariedade dos vínculos laborais, em particular junto dos jovens trabalhadores (incluindo jovens qualificados, também, aliás, atingidos fortemente pelo desemprego) e das novas gerações, com a utilização de contratos a prazo, trabalho temporário, estágios e falsos recibos verdes, como forma de preencher postos de trabalho permanentes sem que lhes corresponda o contrato adequado e que, do mesmo modo, abre caminho à diminuição das remunerações.","701",NA
"O País precisa de uma política que valorize o direito ao trabalho constitucionalmente garantido e assegure a valorização dos trabalhadores:","203",NA
"-Através de uma política de criação de emprego inseparável do crescimento económico;","410",NA
"-Pelo respeito dos horários de trabalho (diários e semanais) e a progressiva diminuição da sua duração;","701",NA
"-Pelo combate à precariedade e pelo emprego com direitos;","701",NA
"-Revogando as normas mais gravosas do Código do Trabalho e rejeitando a nova ofensiva prevista no PEC IV e proposta pelo FMI/UE, acordada pelo governo com as organizações patronais e a UGT, com o apoio de PSD e CDS;","701",NA
"-Alargando os critérios de acesso ao subsídio de desemprego e ao subsídiosocial de desemprego.","504",NA
"3.2. Direitos sociais",NA,NA
"A política de direita do governo PS traduziu-se igualmente, na maior parte dos casos com o apoio de PSD e CDS, na penalização do acesso às prestações sociais, impondo critérios socialmente injustos, que se traduziram na exclusão de centenas de milhares de pessoas de apoios como o abono de família, o complemento solidário para idosos, o rendimento social de inserção, as bolsas e apoios escolares, entre outros.","504",NA
"Em simultâneo são severamente diminuídos outros apoios sociais, caso das comparticipações dos medicamentos, ou do transporte de doentes, sendo cada vez mais difícil o acesso aos serviços de saúde,","504",NA
"à educação","506",NA
"e à acção social.","504",NA
"O PCP defende uma política que alargue o acesso aos apoios sociais, às crianças, aos jovens e aos sectores mais carenciados da população,","504",NA
"revogando os critérios injustos e artificiais de exclusão impostos nos últimos anos.","503",NA
"Uma política que garanta a todos os portugueses a prestação de serviços públicos de qualidade.","503",NA
"4. Uma distribuição mais justa da riqueza",NA,NA
"A política de direita das últimas décadas acentuou a injustiça na distribuição da riqueza nacional, em simultâneo com a sua cada vez maior transferência para o estrangeiro, através dos lucros e de juros, bem patente no aumento da diferença entre o PIB e o Rendimento Nacional Bruto.","503",NA
"Este agravamento tem como matriz essencial a diminuição da parcela da riqueza atribuída aos salários, com o correspondente maior peso dos lucros,","409",NA
"Ao que acresce a penalização das reformas e pensões e uma diminuição substancial dos apoios sociais,","504",NA
"com uma diminuição clara da função redistributiva da Segurança Social.","504",NA
"Em paralelo, diminuíram os rendimentos dos pequenos empresários (agricultores, pescadores, comerciantes), sujeitos à predação da grande distribuição, ao custo dos factores de produção (crédito, energia,comunicações) impostos pelos grupos monopolistas que os dominam,","403",NA
"e a uma fiscalidade que os discrimina negativamente.","503",NA
"Verificou-se um fortíssimo ataque aos salários na administração pública e Sector Empresarial do Estado, por via da sua diminuição real e corte nominal em 2011,","409",NA
"bem como no sector privado, utilizando a pressão do desemprego, a diminuição de direitos e a precariedade.","409",NA
"Ao mesmo tempo, verifica-se uma forte penalização das pensões e reformas, com a sua sucessiva diminuição real e o seu congelamento em 2011.","504",NA
"Entretanto, aumentou a carga ﬁscal sobre os trabalhadores e os reformados, quer através do IRS quer através do aumento do IVA,","503",NA
"ao mesmo tempo que se mantiveram amplos benefícios para os grandes grupos económicos e o sector financeiro.","503",NA
"Lembre-se que em 2010 a banca manteve o nível de lucros de 2009e se prepara para pagar metade dos impostos, que várias empresas –designadamente a PT – anteciparam a distribuição de dividendos para fugir ao pagamento de impostos.","503",NA
"Lembre-se ainda que continuam isentas, em sede de IRC, mais-valias mobiliárias de SGPS ou de fundos de investimento, que todas as operações no mercado bolsista continuam sem qualquer tributação, que a quase inexistente tributação ﬁscal das transferências para paraísos fiscais, ou de qualquer actividade empresarial na zona franca da Madeira, continuam a ser a regra.","503",NA
"Para além de outros prejuízos económicos e sociais, as privatizações têm-se traduzido na perda de rendimentos para o Estado, não só ao nível dos dividendos, como particularmente dos impostos pagos por estas empresas.","413",NA
"Os recursos do Estado continuam entretanto a ser cada vez mais drenados para os grupos económicos privados, através de diversos meios, como são asParcerias Público-Privadas – cujo contratos devem ser renegociados ou cessados –,","413",NA
"bem como as concessões e outras formas de entrega de parcelas do serviço público, e o respectivo financiamento ao sector privado.","413",NA
"O País precisa de uma mais justa distribuição da riqueza assente em três questões fundamentais:","503",NA
"-O aumento dos salários e das pensões e reformas, incluindo do salário mínimo para 600 euros em 2013,","412",NA
"e o aumento real das pensões não inferior a 25 euros nas mais baixas, como instrumento indispensável para maior justiça na distribuição da riqueza,","503",NA
"mas também a dinamização do consumo interno e, desta forma, para o crescimento económico.","409",NA
"-Uma reforma fiscal que alivie a tributação, directa e indirecta, dostrabalhadores, dos reformados e das micro e pequenas empresas","402",NA
"e, em simultâneo, promova uma tributação justa dos grandes lucros, designadamente com a eliminação de benefícios fiscais, |,","503",NA
"a tributação acrescidadas empresas e grupos económicos com lucros superiores a 50 milhões deeuros","503",NA
"a tributação efectiva em IRC da banca e do sector financeiro com o valor da taxa nominal e das mais valias de SGPS e de fundos de investimento,","503",NA
"a tributação acrescida das grandes fortunas, do património e dos bens de luxo,  a","503",NA
"taxação das transacções bolsistas e das transferências para paraísos fiscais,","503",NA
"bem como a tributação das mais valias resultantes da transformação do uso do solo.","503",NA
"-Uma política social que dê prioridade ao combate à pobreza e à exclusão,",NA,NA
"alargando o acesso às prestações sociais e o aumento do seu valor, contribuindo também dessa forma para uma mais justa distribuição da riqueza, que insira as prestações atribuídas em programas de inserção social e no mercado de trabalho,","504",NA
"combatendo a estigmatização das pessoas que delas beneficiam,","503",NA
"bem como a perpetuação das situações de carência, que garanta em simultâneo uma eficaz fiscalização das prestações atribuídas.","504",NA
"5. Defesa da soberania nacional",NA,NA
"A crise em Portugal, inserida no quadro do aprofundamento da crise estrutural do capitalismo a nível mundial, da agudização da luta de classes que a caracteriza, comporta uma forte ofensiva contra a soberania nacional, visando condenar o nosso País à dependência e subalternização face ao grande capital e à União Europeia.","110",NA
"Os recentes desenvolvimentos do processo de integração capitalista da União Europeia revelaram mais claramente a sua natureza de classe, confirmam-na como um instrumento central de domínio e de articulação do grande capital europeu – nomeadamente do grande capital ﬁnanceiro –","110",NA
"bem como das instituições e forças políticas ao seu serviço, usado para, num processo de concentração do poder económico e político, direccionar para as classes mais desfavorecidas e para os países mais vulneráveis e menos desenvolvidos os efeitos da crise, à custa dos recursos nacionais e da destruição de tecidos produtivos.","110",NA
"Como o PCP alertou, o Euro, a União Económica e Monetária e a União Europeia são um problema e um entrave ao desenvolvimento soberano de Portugal e das condições de vida dos portugueses.","110",NA
"Vinte cinco anos de integração de Portugal na CEE e na UE ampliaram os problemas e fragilidades da economia nacional, acentuando a sua dependência e défices estruturais.","110",NA
"A completa submissão do Governo português à NATO (visível na recente cimeira em Lisboa)","109",NA
"e o envolvimento crescente de Portugal nos projectos do militarismo imperialista europeu e norte-americano,","109",NA
"confirmam o rumo de uma política externa de abdicação de intervenção soberana e de acordo com a Constituição, no sentido da paz e da cooperação entre os povos.","203",NA
"Portugal não está condenado à submissão e à dependência!","109",NA
"A política patriótica e de esquerda parte da ideia central de que a soberania nacional não se negoceia, vende ou cede, reside no povo e é a ele que pertence adecisão do seu presente e futuro colectivos.","109",NA
"Portugal tem vantagens competitivas, laços históricos e culturais e uma situação geoestratégica, que permitem o desenvolvimento de uma política externa que defenda os legítimos interesses de Portugal e dos portugueses,","109",NA
"E contribua para o seu prestígio internacional.","109",NA
"Uma política assente na utilização dos recursos nacionais","703",NA
"e que recupere os instrumentos políticos e económicos que se revelem indispensáveis ao desenvolvimento de Portugal, no plano económico e monetário, das relações comerciais e do desenvolvimento do sector produtivo.","410",NA
"Uma política que, no plano da União Europeia, rejeite a imposição de políticas comunitárias lesivas do interesse nacional,","110",NA
"que garanta ao povo português o direito de se pronunciar sobre o processo de integração europeia,","110",NA
"e que promova a construção na Europa de um verdadeiro processo de cooperação entre Estados soberanos e iguais em direitos e deveres.","110",NA
"Uma política externa que rejeite o unilateralismo,","109",NA
"que respeite a Constituição","203",NA
"e defenda o direito dos povos à soberania, auto-determinação e integridade territorial, rejeitando a instrumentalização da ONU.","109",NA
"Uma política externa e de defesa que, no respeito pelos direitos e dignidade dos militares portugueses, tenha como missão fundamental estar ao serviço de Portugal e da sua soberania, opondo-se a qualquer acto de ingerência e agressão externa,","109",NA
"e que decida do regresso de todos os militares em missões militares no estrangeiro.","105",NA
"Uma política assente na diversificação das relações económicas e financeiras com o maior número de países do Mundo,","403",NA
"que rejeite a liberalização do comércio mundial,","403",NA
"defenda relações de cooperação e apoio económico mutuamente vantajosas,","403",NA
"lute pela efectiva regulação dos mercados financeiros,","403",NA
"pela taxação de todas as transacções financeiras,","403",NA
"pelo fim dos paraísos fiscais,","403",NA
"pela penalização de deslocalizações de empresas","403",NA
"e pelo direito de todos os povos ao seu desenvolvimento económico e social.","403",NA
"Uma política que, no respeito pela Carta das Nações Unidas, defenda a dissolução dos blocos político-militares e","105",NA
"decida da desvinculação de Portugal da estrutura militar da NATO,","109",NA
"que oponha ao militarismo um projecto de cooperação internacional para a paz e o desarmamento.","105",NA
"6. Defender a Constituição e o regime democrático",NA,NA
"Neste período de ano e meio que decorre entre as eleições de 2009 e as próximas legislativas de 5 de Junho, os cidadãos, o povo português, viram agravar-se todos os aspectos da situação económica e social do País, com reflexos profundamente negativos na evolução da situação política.","203",NA
"À revelia e, na maioria dos casos, contra a Constituição da República, acentuaram-se traços e linhas de actuação que, vindos de trás, correspondem a novos patamares na ofensiva contra o regime democrático, sujeito a novos e acrescidos perigos e ameaças.","203",NA
"Perante a gravidade da situação do País e da vida dos portugueses, acentuam-se linhas de descredibilização das instituições do regime democrático, e designadamente da Assembleia da República, procurando esconder as verdadeiras razões, responsáveis e beneficiários da crise – apolítica de direita e os seus executores, ao serviço do capital monopolista –,","202",NA
"acentuando uma linha de igualização dos «políticos» e dos partidos, que visa ocultar a distinção entre os que aplicam e apoiam as medidas negativas e os que as contestam, propondo alternativas, como faz o PCP.","202",NA
"Assim, a situação actual pode ser caracterizada nos seguintes aspectos, mais relevantes:","304",NA
"Degradação da democracia política, com o alastramento da corrupção e do tráfico de influências, as promessas incumpridas, a falta de transparência, a chantagem, a mentira e o vale tudo na vida política, atingindo níveis nunca vistos, inaceitáveis e incompatíveis com o regime democrático.","304",NA
"Total subordinação dos responsáveis da política de direita aos interesses da alta finança e do poder económico, bem patente na actuação, despudorada e inaceitável, dos mandantes da Banca relativamente ao Orçamento do Estado e à intervenção do FMI/UE no nosso País.","304",NA
"Ofensiva crescente contra os direitos, liberdades e garantias dos cidadãos,","201",NA
"liquidação de direitos dos trabalhadores,","701",NA
"limitações e violações antidemocráticas do pluralismo e da liberdade de expressão política,","202",NA
"com acentuação de políticas, métodos e actuações de cariz securitário e repressivo.","201",NA
"Insistência em medidas legislativas, a par de continuadas pressões e ingerências no poder judicial, que põem em causa não apenas a independência dos tribunais e magistrados e o princípio da separação de poderes, como comprometem a realização da justiça, sobretudo nos casos da criminalidade mais grave.","605",NA
"Persistência de elevados índices de criminalidade e crescente sentimento de insegurança das populações, causados pela diminuição de políticas públicas de prevenção da delinquência e do crime.","605",NA
"Medidas economicistas, ditadas pela obsessão do défice, que atingem áreas nucleares do Estado, como a justiça e a segurança pública,","605",NA
"e que, a par do desrespeito pelo estatuto e justas reclamações dos seus profissionais, põem em causa o normal funcionamento dos tribunais e das forças e serviços de segurança, e atingem o direito de acesso à justiça, à segurança e tranquilidade públicas.","605",NA
"Constante incumprimento e desrespeito pela Constituição, acompanhados de nova ofensiva, com a abertura de mais um processo de revisão, que visa a destruição de conquistas históricas de Abril, como a escola pública,","203",NA
"o serviço nacional de saúde e os despedimentos sem justa causa.","504",NA
"Para o PCP, a defesa da democracia e das liberdades, baseadas nos princípios do regime democrático conquistado com Abril, são parte integrante da construção de uma política alternativa, patriótica e de esquerda.","201",NA
"Uma política de defesa e reforço da democracia de Abril passa pelo respeito e cumprimento da Constituição da República,","203",NA
"pelo aprofundamento dos direitos, liberdades e garantias fundamentais","201",NA
"e o reforço da intervenção dos cidadãos na vida política;","202",NA
"o respeito pela separação dos poderes e a autonomia de organização e funcionamento dos partidos políticos;","202",NA
"a democraticidade e proporcionalidade dos sistemas eleitorais;","202",NA
"uma justiça independente, democrática e acessível a todos;","202",NA
"o combate e punição da corrupção, crime económico e tráfico de influências;","304",NA
"uma política de segurança que defenda os direitos dos cidadãos e a tranquilidade pública;","605",NA
"uma política de defesa nacional e Forças Armadas ao serviço do País.","202",NA
"Questão crucial para a defesa do regime democrático é a efectiva subordinação do poder económico ao poder político.","202",NA
"Um governo patriótico e de esquerda",NA,NA
"A concretização da política necessária à resolução dos problemas nacionais exige a formação de um governo patriótico e de esquerda, capaz de assegurar uma nova fase da vida do País, marcada pelo desenvolvimento, a justiça e o progresso social.","305",NA
"Um governo para salvar o País, orientado por uma política patriótica e de esquerda que, correspondendo ao conteúdo e valor próprios da Constituição da República e dos ideais de Abril,","202",NA
"permita responder aos problemas nacionais, ao contrário de um governo dito de «salvação nacional», juntando precisamente aqueles que têm enterrado e querem continuar a enterrar o País.","305",NA
"Um governo cuja viabilidade está nas mãos do povo português, constituído com base nas forças e sectores políticos, democratas e personalidades independentes, que se identificam com a política patriótica e de esquerda, apoiado pelas organizações e movimentos de massas dos sectores sociais anti-monopolistas.","305",NA
"Um governo que constitua uma solução política necessária e urgente, que tem de ser inscrita como um objectivo incontornável para o futuro do País, e cuja concretização só é possível com o significativo reforço da influência do PCP e dos seus aliados na CDU nas eleições de 5 de Junho.","305",NA
