Text,Code
"Diese Erfolge dürfen wir nun nicht aufs Spiel setzen, sondern wir müssen weiterhin geschlossen dafür eintreten.",411
"Das recht auf Existenz und kultu-relle Entfaltung der deutschen und ladinischen Minderheit muss dauerhaft  gesichert bleiben: Sprache und Kultur, Schule und Bildung, Tradition und Brauchtum sind dabei Kernpunkte.",607
"Dazu zählt auch, dass wir Lehrinhalte, Organisation und Gestaltung der Bildungseinrichtungen in Südtirol selbst  festlegen.",607
Ökonomische Eigenständigkeit,999
Südtirol steht Wirtschaftlich besser da als der italienische Staat und als viele andere regionen Europas.,410
Das ist das Ergebnis des Einsatzes der Menschen in Südtirol und einer umsichtigen Finanz- und Wirtschaftspolitik.,401
"Aber anstatt diese Leistungen anzuerkennen, wurden die Bürgerinnen und  Bürger Südtirols mit immer neuen Abgaben und regelungen belastet.",401
Damit muss Schluss sein.,401
Finanzen und Steuern in Südtirols Hände,999
Südtirol muss seine Zukunft auf eine verlässliche Finanzplanung bauen können.,301
"Deshalb fordern wir die Steuerhoheit: Südtirol soll die Steuern selbst einheben und zukünftig auch selbst festlegen können und nur das nach rom abliefern, was dem italienischen Staat für seine Leistungen zu-steht.",301
"Durch diese Umkehrung der derzeitigen regelung wird die Autono-mie gestärkt, Berechenbarkeit hergestellt und die Abhängigkeit Südtirols von rom deutlich verringert.",301
Dadurch kann auch für eine gleichmäßige Verteilung der Steuerlast in Südtirol gesorgt werden.,301
Mehr Freiraum für Südtirols Wirtschaft,999
"Wir brauchen eigenständige, zu Südtirol passende Rahmenbedingungen für die Wirtschaft und keine sinnlosen bürokratischen Hürden des Staates.",303
"Wir sind der Überzeugung, dass wir in Südtirol alle Zuständigkeiten besser regeln als der überschuldete, schwerfällige italienische Staat.",301
Gerade unsere Unternehmen leiden unter den bürokratischen regeln des italienischen Staates und alle unter dem hohen Steuerdruck.,303
Das behindert  eine positive wirtschaftliche Entwicklung unseres Landes und erschwert die Schaffung neuer Arbeitsplätze.,303
Probleme wie Jugendarbeitslosigkeit und Einstellungsstopps sind die Folgen dieser regelungen und der Über-bürokratisierung.,303
Solche Fehlentwicklungen können wir am wirkungsvollsten bei uns im Land selbst bekämpfen.,303
"Der Abbau zentralstaatlicher Hürden  und mehr Eigenständigkeit in der Wirtschaftspolitik bringen eine Steigerung der Wettbewerbsfähigkeit, die Schaffung neuer Arbeitsplätze und ein  höheres Lohnniveau für die Südtirolerinnen und Südtiroler!",301
"»Wenn Europa angenommen werden soll, dann muss es vor allem ein Europa der  Heimaten werden«",999
"Arbeitnehmer und Arbeitnehmerinnen, Mittelstand fördern",999
Die Schere zwischen Arm und reich hat sich auch in Südtirol weiter ausei-nander bewegt.,503
"Viele Familien tun sich zunehmend schwer, mit ihrem Einkommen das Monatsende zu erreichen.",503
"Eine Senkung der Steuern auf Arbeit und die Anpassung der Löhne an die gestiegenen Lebenshaltungs-kosten verhindern, dass Menschen unter die Armutsgrenze rutschen.",503
Südtirol in Europa,999
"Wenn Europa angenommen werden soll, dann muss es vor allem ein Euro-pa der Heimaten werden, in dem Kommunen, Länder und regionen, aber auch die verschiedenen Volksgruppen immer mehr Gewicht erhalten.",607
"In dieser Entwicklung liegt für Südtirol eine große Chance, die staatliche  Grenze  zunehmend  zu  überwinden.",607
Ein  Europa  der  regionen  ist  Grundlage  für die Zukunftsfähigkeit dieses großen Friedensprojektes.,108
Zusammenarbeit über Grenzen hinweg,999
Durch den Wegfall der Grenzen und die Einführung des Euro sind die Tiroler  Landesteile näher zusammengewachsen.,108
"Die Brückenfunktion Südtirols bietet viele Möglichkeiten, die wir noch besser nutzen müssen.",108
"Gleichzeitig  ist Südtirol auch von europäischen und globalen Problemen betroffen, die nicht hausgemacht sind – und die wir nur gemeinsam mit anderen in Eu-ropa lösen können.",108
"Die enge Zusammenarbeit in der Europaregion Tirol-Südtirol-Trentino ist kulturell  und  Wirtschaftlich  eine  Bereicherung  für  Südtirol,  erhöht  den  Handlungsspielraum Südtirols und stärkt seine Lösungskompetenz.",108
Südtirol – stark für Europa,999
Wir wollen Südtirol eine noch stärkere Position in Europa verleihen.,301
Ziel ist  die Zuständigkeit zum Abschluss völkerrechtlicher Verträge in den eigenen  Kompetenzfeldern.,301
Das würde die Eigenständigkeit Südtirols stärken und mehr Freiraum in der Zusammenarbeit mit unseren Nachbarländern er-möglichen.,301
Südtirol hat in den vergangenen bald 100 Jahren hart für seinen Platz in Europa und für ein gleichberechtigtes Miteinander der drei Sprachgruppen  in diesem Land kämpfen müssen.,301
"Stolz auf das, was wir Südtirolerinnen und Südtiroler gemeinsam erreicht haben, lassen wir uns nicht von unserem Weg abbringen.",301
Wir kämpfen weiter – damit aus dem Modell Süd-tirol-Autonomie  auch  ein  Vorbild für das neue Europa  der  regionen  wird.,301
MITEINANDErDEBorIADA,999
… Südtirol miteinander gestalten  … realisé deboriada Südtirol,999
"»La politica ne dess nia ester  le compit de püć, mo ara  se reverda dötes y düć!«",999
Miteinander ist ein zentraler Wert der SVP.,305
Unter dem Edelweiß finden verschiedenste Interessen und Strömungen ihre gemeinsame politische Heimat.,305
"Was uns verbindet ist das Ziel der Freiheit Südtirols und der maximalen Eigenständigkeit unseres Landes als Voraussetzung für Sicherheit, Arbeit und ein faires Miteinander.",601
"Das kann nur gelingen, wenn wir weiter-hin für einen Ausgleich der Interessen sorgen und kleinere oder schwächere  Gruppierungen in unserer konkreten Politik genauso berücksichtigen wie die stärkeren.",607
Wir orientieren uns dabei an unserem christlich-humanistischen Menschenbild.,603
"Gerechtigkeit ist das Maß, an dem Politik gemessen wird.",503
"Es ist unsere Aufgabe, die Rahmenbedingungen zu schaffen, die allen Südtirolerinnen und Südtirolern die gleichen Chancen bieten.",503
Eine neue Art der Politik,999
"In  ganz  Europa  spüren  wir,  dass  viele  Menschen  das  Vertrauen  in  die  Politik  verloren haben.",202
"Unsere Antwort darauf ist, die Bürgerinnen und Bürger noch stärker mitzunehmen und zu informieren.",202
Politisches Gestalten darf  nicht auf einige wenige beschränkt sein: Politik geht uns alle an!,202
"Es ist unsere Aufgabe, besonders junge Menschen durch mehr Dialog und den offenen Austausch von Meinungen für politische Zusammenhänge zu  begeistern.",202
"Wir wollen und fördern ein kritisches Auseinandersetzen mit den Problemen unserer Zeit, in unserer Partei wie in der Gesellschaft.",202
Wir verstehen den Landtag als Plattform der Diskussion und ort der Entscheidungsfindung.,202
Dabei nehmen wir gute Ideen – egal woher sie kommen – gerne auf.,202
Wir begrüßen die Instrumente der Bürgerbeteiligung und der  direkten Demokratie als Ergänzung der parlamentarischen Willensbildung.,202
Deutsche und ladinische Minderheit,999
Die erfolgreiche Minderheitenpolitik des 2. Autonomiestatuts und seiner Durchführungsbestimmungen hat sowohl die Identität als auch das  Selbstbewusstsein der deutschen und ladinischen Volksgruppe gestärkt.,301
Die gemeinsame politische Vertretung in der SVP hat Autonomie und Entwicklung zum gemeinsamen Vorteil ermöglicht.,301
Zusammenarbeit der Sprachgruppen,999
"Das gleichberechtigte Miteinander der drei Sprachgruppen ist keine Selbst-verständlichkeit, sondern ein Erfolg, an dem wir hart gearbeitet haben und  an dem wir weiter arbeiten werden.",503
Südtirols Autonomie hat der deutschen  und ladinischen Minderheit sprachlich und kulturell Sicherheit gebracht.,301
Die gleiche und faire Behandlung aller Sprachgruppen – etwa bei Ämtern und Stellen der öffentlichen Verwaltung oder bei der Vergabe von Sozialleistungen – bleibt weiterhin Prinzip unserer Politik.,503
"Wir sind überzeugt, dass die Zukunft unseres Landes nur im Einvernehmen zwischen den drei  Sprachgruppen gestaltet werden kann.",503
"Denn Streit und Zwietracht dürfen  unsere Gesellschaft nicht spalten: Nur wenn wir geschlossen sind, haben wir eine starke Position im Staat und in Europa.",503
»Unsere Entscheidungen auf Landesebene orientieren sich am Ausgleich der Interessen zwischen ArbeitnehmerInnen und ArbeitgeberInnen«,999
Sozialpartnerschaft und sektorenübergreifende  Zusammenarbeit,999
"Knapper  werdende  Finanz- und  Haushaltsmittel  bedeuten  eine  besondere  Herausforderung für Politik, Gesellschaft und Wirtschaft.",701
"Eine Herausforderung, die wir nur miteinander angehen können: Die Sozialpartnerschaft  auf Augenhöhe und die Sicherung und der Ausbau qualifizierter Arbeitsplätze sind zentrale Bestandteile einer erfolgreichen Entwicklung unserer  klein- und mittelständischen Unternehmen.",701
Unsere Entscheidungen auf  Landesebene orientieren sich am Ausgleich der Interessen zwischen Arbeitnehmerinnen und Arbeitnehmern sowie Arbeitgeberinnen und Arbeitgebern.,701
"Wir schaffen auch die Rahmenbedingungen, in denen die unterschied-lichen Sektoren – Gewerbe, Handel, Tourismus und Landwirtschaft – nicht  gegeneinander, sondern miteinander für ein wettbewerbsfähiges Südtirol  arbeiten.",701
Alt und Jung,999
Die demografische Entwicklung stellt unsere Gesellschaft vor große Heraus-forderungen.,606
"Dass mehr Ältere immer weniger Jüngeren gegenüberstehen,  darf nicht zu einem Konflikt zwischen den Generationen führen.",606
"Die ältere  Generation hat für all das, was sie für unser Land geleistet hat, Wertschätzung  verdient.",606
Die materielle Absicherung und gesundheitliche Versorgung dieser  Generation steht für uns außer Frage.,606
"Gleichzeitig müssen wir verantwortungsvoll mit der Zukunft der jüngeren Generation umgehen: in unserem  Einsatz für Bildung und Arbeitsplätze, im Umgang mit unseren Finanzen und  mit unseren natürlichen Ressourcen.",606
"Deshalb orientiert sich unsere Politik  nicht an kurzfristigem Applaus, sondern an den langfristig besten Rahmen-bedingungen für alle Südtirolerinnen und Südtiroler.",606
Frauen und Männer,999
Unsere Gesellschaft hat sich in den vergangenen Jahrzehnten deutlich verändert.,0
Dazu haben Bildung und die verstärkte Globalisierung beigetragen.,0
Diesen Veränderungen muss auch die Politikrechnung tragen: Die Lebensplanung jeder und jedes Einzelnen soll sich an den individuellen Interessen  und Fähigkeiten orientieren können.,201
Voraussetzungen dafür sind etwa  Maßnahmen zur besseren Vereinbarkeit von Familie und Beruf für Frauen  und für Männer sowie verstärkte Möglichkeiten zur Wahrnehmung von Eltern- und Pflegezeit.,503
"Beruflich und gesellschaftlich sind alle Hürden zu entfernen, die einem gleichberechtigten Zugang und Aufstieg im Wege stehen.",503
Familie,999
Verändert hat sich auch „Familie“: Die Formen des Zusammenlebens sind  vielfältiger geworden.,603
"Nichtsdestotrotz ist und bleibt die Familie – in all  ihren Formen – der ort, an dem Miteinander und Solidarität gelebt  werden.",603
"Sie ist überall dort, wo mehrere Generationen füreinander  Verantwortung übernehmen.",606
Seit jeher bilden Familien einen zentralen  Grundwert in der Politik der SVP.,606
"Wir bleiben diesem Prinzip treu und  entwickeln unsere Maßnahmen und Instrumente weiter: Für eine moderne Familienpolitik in Südtirol, die Erziehungs- und Pflegeleistungen  der Familien entsprechend anerkennt, die Betreuungsstrukturen für  Erziehung und  Pflege garantiert  und  die  Voraussetzungen  schafft,  dass  beide Elternteile durch flexible Arbeitsmodelle Zeit für die Erziehung der  Kinder und die Pflege von Älteren haben.",603
Menschen mit unterschiedlichen Fähigkeiten,999
"Eine Gesellschaft wird vor allem auch daran gemessen, wie sie mit ihren schwächeren Mitgliedern umgeht.",503
"Menschen, deren Chancen beeinträchtigt sind, brauchen nicht nur unsere Unterstützung, sondern auch unsere Wertschätzung und Achtung.",503
"Der Zugang zum Arbeitsmarkt und die Möglichkeit, am gesellschaftlichen Leben teilzuhaben, sind dabei wichtige Voraussetzungen, für die wir die Rahmenbedingungen verbessern müssen.",503
"Barrieren, ob architektonischer, struktureller oder sozialer Natur, sind  weiter abzubauen, Institutionen des Ehrenamts, die Familie und soziale Netze zu stärken.",503
"All diese Maßnahmen müssen dazu beitragen, die individuellen Fähigkeiten anzuerkennen und ein weitgehend selbstbestimmtes  Leben zu ermöglichen.",201
"»Unsere Haltung ist geprägt von den christlichen und humanistischen Grundwerten, von Eigenverantwortung und Toleranz«",999
Einheimische und Zuwanderer,999
Es gibt etwa 42.000 ansässige Ausländer in Südtirol.,0
"Die Auffassungen darüber, wie wir diesen neuen Mitgliedern unserer Gesellschaft gegenüber  treten, sind äußerst unterschiedlich.",0
"Unsere Haltung ist geprägt von den christlichen und humanistischen Grundwerten, von Eigenverantwortung und Toleranz: In der Überzeugung, dass jeder Mensch ein recht hat auf Würde und Solidarität treten wir entschieden gegen Fremdenhass ein.",607
"Wir  wehren uns aber auch gegen eine unkontrollierte Zuwanderung in Südtirol:  Wo Arbeitsplätze vorhanden sind und Arbeitskräfte benötigt werden, sind Kräfte aus dem Ausland willkommen.",410
"Es darf jedoch nicht sein, dass Menschen nur wegen unserer sozialen Leistungen nach Südtirol kommen.",605
"Deshalb halten wir an der Bestimmung fest, dass fünf Jahre Ansässigkeit Voraussetzung  für  finanzielle  Zusatzleistungen  des  Landes  sind.",605
"Wir  setzen  auf das Prinzip „fördern und fordern“: Wir investieren in Integrationsmaß-nahmen, insbesondere im Sprachbereich, und erwarten gleichzeitig die Bereitschaft zur Integration sowie den respekt vor Verfassung, rechtsstaat  und lokalen Sitten.",607
»Jahr für Jahr leisten zahlreiche Südtirolerinnen und Südtirolertausende Stunden an freiwilliger Arbeit für unsere Gesellschaft.«,999
Solidarität und Ehrenamt,999
Jahr für Jahr leisten zahlreiche Südtirolerinnen und Südtiroler tausende Stunden an freiwilliger Arbeit für unsere Gesellschaft.,606
"Sie erbringen damit Leistungen, die für die öffentliche Verwaltung schlicht unbezahlbar wären,  aber ihr Engagement geht weit über den ökonomischen Nutzen hinaus.",606
"Indem sie Verantwortung für sich selbst, aber auch für andere übernehmen,  schaffen sie ein gutes Miteinander und damit Lebensqualität – für jede und  jeden Einzelnen von uns.",606
"Eine Gesellschaft, in der jede und jeder entsprechend ihrer und seiner Möglichkeiten zur gemeinsamen Lebensqualität beitragen kann, bleibt auch weiterhin unser Anliegen.",606
Deshalb muss das Ehrenamt weiter gefördert und gestärkt und von Einschränkungen und Auflagen weitestgehend befreit werden.,606
HEIMAT NoSC  DAćIASA,999
…Südtirol als lebens- und  liebenswerte Heimat erhalten … Mantignì Südtirol sciöche  n daćiasa por vire inant bun,999
"Der Einsatz und die Tatkraft von vielen Frauen und Männern hat Südtirol  zu dem gemacht, was es heute ist: eine lebens- und liebenswerte Heimat.",601
"Heimat – das ist Nähe, das ist dort,  wo wir wohnen, arbeiten, wo Familie und Freunde sind.",601
"Deshalb ist Heimat nicht nur ein Ort, sondern auch ein Gefühl, schafft Identität und Vertrauen.",601
"Es ist der Ort, an dem  wir angenommen und in unserem Tun anerkannt sind.",601
"In Südtirol hat der Begriff eine zusätzliche, ganz besondere Bedeutung: Es ist uns gelungen,  unsere kulturelle Eigenständigkeit und Identität auch gegen Widerstände zu verteidigen und sie und die Heimat zu erhalten.",601
Heimat Südtirol ist aber auch mit einer großen Verantwortung für die Zukunft verbunden.,601
"Es ist Aufgabe der Politik, Südtirol als lebenswerte  Heimat für alle Südtirolerinnen und Südtiroler zu gestalten.",601
"Ein funktionierendes Miteinander,  eine lebendige Kultur,  eine gut aufgestellte Wirtschaft, ein gerechtes Sozialsystem und eine intakte Umwelt sollen  jene Heimat bilden, die wir unseren nachkommenden Generationen übergeben.",601
Heimat – Gegenmodell zu Globalisierung,999
"Die zunehmende Globalisierung und damit Anonymisierung führt zwangs-läufig zu Verunsicherung: Wo gehören wir hin, was ist unser Platz in dieser  Welt?",601
"Heimat bietet darauf eine Antwort: Familie und Freunde, das Vertrauen in das Umfeld, auch in gesunde und lokale Lebensmittel, die  Verwurzelung in Vereinen – all das sind Werte, die einem der technische Fortschritt, bei all seiner Wichtigkeit, nicht bieten kann.",601
Nur diese kleinen Strukturen können den Menschen das wichtige Gefühl persönlicher Sicherheit und Geborgenheit geben.,601
Das schafft Lebensqualität und macht uns stärker gegenüber unsicheren Entwicklungen in der Welt.,601
Stadt und Land,999
Die 116 Südtiroler Gemeinden sind der unmittelbare Lebensraum der Süd-tirolerinnen und Südtiroler.,601
"Lebendige Dörfer brauchen Arbeitsplätze, Kinderbetreuungsangebote, Ausbildungsstätten und Pflegeeinrichtungen  genauso wie einen Wirtschaftsraum, der auch Nahversorgung ermöglicht,  gute Verkehrsanbindung, Kommunikations-Infrastruktur und attraktive  Freizeitmöglichkeiten.",601
"Deshalb war Südtirols Politik in den vergangenen  Jahrzehnten stets darum bemüht, gute Bedingungen auch für geografisch  entlegene und somit benachteiligte Gebiete zu schaffen.",601
"Wenn es um Dienste und Strukturen im ländlichen raum geht, dürfen viele Entscheidungen  nicht nach vordergründigen ökonomischen Aspekten getroffen werden: Den  jungen Südtirolerinnen und Südtirolern muss es möglich sein, in der eigenen  Heimatgemeinde bleiben zu können.",601
"Hier gilt es auch für Bedingungen des  Wohnens zu sorgen, die dies garantieren können.",601
"Wir werden alles unternehmen, die jungen Familien sowie den ländlichen  raum in Südtirol zu stärken und Rahmenbedingungen für Arbeit, Wohnung  und Familie zu schaffen.",601
"Das bedeutet jedoch keineswegs, dass die Interessen der Zentren und Städte hintangestellt werden: Wir setzen konkrete  Maßnahmen, um auch in wachsenden Ballungszentren eine hohe Lebens-qualität sicherzustellen.",601
»Die zunehmende Globalisierung  und damit Anonymisierung führt zwangsläufig zu Verunsicherung«,999
Lebensraum,999
"Südtirols Kapital ist eine einzigartige Natur- und Kulturlandschaft, die für  uns alle auch Lebens- und Wirtschaftsraum ist.",601
"Gerade diesem Ausgleich  müssen wir gerecht werden: In unserer modernen Gesellschaft, in der viele  Ressourcen immer knapper werden, geht es ganz wesentlich um die Sicherung und Schaffung von Arbeitsplätzen,",701
aber auch um die Erhaltung unserer  großartigen Natur.,501
Gerade in einem Tourismusland ist das kein Widerspruch.,412
Wir wollen eine maßvolle und umsichtige ökonomische Weiterentwicklung  zulassen.,412
"In der Energiepolitik muss die Nutzung regenerativer Energiequellen weiter vorangetrieben werden, allerdings immer im Einklang mit Landschaft und Natur.",412
"Mit dem zur Verfügung stehenden Grund und Boden müssen wir verantwortungsvoll umgehen: Im Vordergrund steht für uns die Aufwertung bestehender Bausubstanz, während eine kontinuierliche Neuausweisung von Flächen langfristig nicht mehr möglich sein wird – eine Tatsache, für die wir auch verstärkt Bewusstsein schaffen müssen.",501
Dem Ausverkauf der Heimat muss noch stärker Einhalt geboten werden.,601
»I fajarun döt le poscibl por  sostegnì nostes families jones y i raiuns da munt«,999
Kultur und Vielfalt,999
Die Sicherung der deutschen und ladinischen Sprache und Kultur war und ist der Kern der Autonomiebemühungen und wird weiterhin unser zentrales Anliegen sein.,301
Es ist die Grundlage unserer Identität und schafft – unabhängig von unserer Staatszugehörigkeit – ein Gefühl von Heimat und  Vertrautheit.,601
Das gilt für alle drei hier lebenden Sprachgruppen.,601
"Es ist eine  große historische Leistung, dass es im harten ringen gelungen ist, dem Miteinander ein solides Fundament zu geben und in der Folge die kulturelle Vielfalt als reichtum zu begreifen.",601
"Es ist unsere Aufgabe und Verpflichtung, die erreichten Erfolge für die nachkommende Generation abzusichern und zugleich Austausch und Begegnungen zu fördern, um Hürden im Zusammenleben abzubauen.",606
Vereine und Tradition,999
"Über 5.000 Vereine in Südtirol füllen unsere Heimat mit Leben: Sie schaffen  Vielfalt und sie leben beispielhaft Solidarität, pflegen Traditionen und geben  sie an die nächsten Generationen weiter.",601
Damit leisten sie wertvollste Arbeit für unsere Gemeinschaft und bieten der Jugend orientierung und  Perspektiven.,601
"Traditionen sind dabei nichts Starres oder Unveränderbares,  sondern veranlassen uns auch immer wieder zum kritischen Hinterfragen.",603
"Bewahren, was gut ist, aber auch offen sein für Neues – das ist der Weg, den wir in Südtirol gehen wollen.",0
Tirol,999
Südtirol ist ein Teil des Tiroler Lebens- und Kulturraums.,0
Die Zusammenarbeit zwischen den Tiroler Landesteilen ist und bleibt daher ein Herzensanliegen.,0
"Wir verstehen darunter aber keineswegs die Schaffung von neuen Grenzen auf dem Papier oder in den Köpfen, sondern die Begegnung zwischen den Menschen.",606
Initiativen zur Kooperation und zum Austausch sollen im Rahmen der Europaregion weiter gefördert werden.,606
"Dabei sollen insbesondere Gemeinden, Vereine, Verbände und Organisationen intensiv  eingebunden werden.",606
"Die Menschen müssen ganz konkret in ihrem persönlichen Lebensumfeld spüren, dass die Europaregion endlich Formen annimmt und gelebt wird.",606
Tradition und Moderne,999
Die Wertschätzung und Achtung unserer Heimat darf nicht mit einem starren Festklammern an überholten Positionen verwechselt werden.,305
"Darum  geht  es uns  als  Südtiroler  Volkspartei:  um die  richtige Balance  zwischen Kontinuität und Erneuerung, zwischen „Gutem bewahren“ und  „Neuem wagen“.",305
"In einer Zeit rasanter Veränderungen und Umwälzungen sind unsere Werte eine wichtige Basis, um auch mutig den Weg in die Zukunft zu gehen.",603
"Wir wollen einen lebendigen, intensiven und auch organisierten Austausch mit allen über unsere Heimat führen und sie dynamisch  weiterentwickeln.",601
"Mit unserer Heimat im Herzen, aber mit klarer orientierung an den Herausforderungen der Gegenwart und der Zukunft, wollen wir Südtirol gestalten.",601
CHANCEN CHANCES,999
…Südtirols Chancen nutzen … Anuzé les canches che Südtirol pîta,601
Südtirol hat viele Stärken.,601
"Aber auch viele Chancen, die noch zu wenig genutzt sind.",601
"Ganz im Sinne unseres Leitgedankens „Gutes bewahren. Neues wagen.“ wollen wir auf diese Stärken setzen, auf unsere Werte und Traditionen bauen und die Chancen für die Zukunft nutzen.",601
Jede Südtirolerin und jeder Südtiroler muss die Möglichkeit zu einem erfüllten Leben in unserer Heimat haben.,201
"Dazu gehören gleichwertige Chancen im Zugang zu Arbeit und Bildung, die aktive Mitsprache bei der Entwicklung des Landes, mehr Freiraum für Eigeninitiativen und die  Übernahme von mehr Verantwortung für sich selbst, aber auch für andere, die unsere Unterstützung brauchen.",201
Der Jugend Chancen bieten,999
Den Kindern und Jugendlichen gehört die Zukunft.,0
"Die Politik hat nur dann  gute Arbeit geleistet, wenn sie es der nächsten Generation ermöglicht, ihre Chancen in Südtirol wahrzunehmen und ihr Leben auf der Basis einer guten Bildung und Ausbildung, mit sicheren Arbeitsplätzen und in einer intakten Umwelt zu gestalten.",606
»Die Herstellung von Chancengleichheit muss eines unserer wichtigsten politischen Vorhaben sein«,999
"Im Bildungsbereich gilt es die Mehrsprachigkeit als Vorteil und Chance zu begreifen, indem wir die Sprachkompetenzen unserer Kinder stärken.",506
Im dualen Ausbildungssystem müssen neue Schwerpunkte gesetzt werden: Mit einer Aufwertung des Handwerks und einer Berufsmatura für Lehrlinge  beispielsweise können wir den Jugendlichen noch bessere Ausbildungsangebote bieten und neue Arbeits- und Lebensperspektiven ermöglichen.,506
Es gilt den Jugendlichen über Betriebspraktika den Einstieg in die Berufswelt zu erleichtern.,506
Unsere Entscheidungen von heute betreffen das Leben unserer Kinder von morgen.,506
"Eine „generationenverträgliche Politik“ bedeutet  deshalb, dass wir diese Entscheidungen vorher auf ihre Nachhaltigkeit prüfen.",606
"Vor allem aber ist wichtig, dass wir der Jugend auf Augenhöhe begegnen und sie noch stärker als bisher in unsere Politik einbinden und neue  Akzente, die sie einbringen, zulassen und fördern.",202
Standort Südtirol stärken,999
Die wirtschaftliche Entwicklung Südtirols ist die Basis für Sicherheit und Lebensqualität.,410
"Wir  begreifen  die  kleinstrukturierte  Wirtschaft  unseres  Landes, in der Qualität und Tradition eine große rolle spielen, als wichtige  Chance für die Zukunft.",410
In zunehmend globalisierten und austauschbaren  Märkten unterscheidet uns das von anderen und schafft Glaubwürdigkeit und Vertrauen.,410
Gleichzeitig aber kommen auch einige Herausforderungen  auf uns zu.,410
"Wir dürfen nicht stehen bleiben, sondern müssen uns weiter-entwickeln und dynamische Unternehmen fördern, die mit neuen Ideen unsere Wirtschaft beleben.",410
Es gilt lokale Nischenmärkte zu erschließen und  regionale Kreisläufe gezielt zu fördern.,410
Höchste Priorität dabei hat der Abbau der überbordenden Bürokratie und des übermäßigen Steuerdrucks.,401
"Die bürokratischen Auflagen in Südtirol erschweren die Gründung neuer Unternehmen, den Ausbau bestehender Unternehmen, ebenso wie die Einstellung neuer Arbeitskräfte und hemmen damit die wirtschaftliche und gesellschaftliche Entwicklung Südtirols.",401
"Ein Teil dieser Bürokratie ist hausgemacht, jedoch bei weitem nicht alles.",401
Der Ausbau der Autonomie durch eine Steuer- und Finanzhoheit ist deshalb  ein wichtiger Schritt,301
Mehr Selbstverantwortung,999
Die Überreglementierung ist auch eine Folge der Übernahme von mehr und  mehr Aufgaben durch die öffentliche Hand.,401
"Es ist jetzt Zeit, ganz bewusst wieder einen Schritt zurückzugehen und offen und ehrlich einzugestehen,  dass die öffentliche Hand nicht für alles da sein kann und soll.",401
Das entspricht auch dem Wunsch vieler Südtirolerinnen und Südtiroler nach mehr  Freiraum und Eigenverantwortung.,401
"Sie sehen, genauso wie wir, in der Stärkung der Eigeninitiative und der Übertragung von mehr Verantwortung  eine Chance für Südtirol und für jede Einzelne und jeden Einzelnen.",401
"Die öffentliche Verwaltung sollte sich also aus jenen Bereichen zurückziehen, die privat funktionieren – und teilweise sogar besser gelöst werden können.",401
"Außer Frage steht dabei, dass wesentliche Bereiche der Daseins-vorsorge gesichert sein müssen und Bereiche wie die öffentliche Sicherheit  im alleinigen Verantwortungsbereich der öffentlichen Hand bleiben müssen.",401
"Auch eine reduktion der Steuern einerseits und eine Absenkung der Beiträge andererseits bringen nicht nur volkswirtschaftliche Vorteile,  sondern entsprechen dem Gedanken von mehr Eigenverantwortung.",401
Unser größtes Potential: Die Menschen Südtirols,999
"Männer und Frauen, Menschen aus unterschiedlichen regionen und mit verschiedensten Fähigkeiten müssen die grundsätzlich gleichen Chancen in Südtirol haben.",503
